,Date,State,Station,Station No.,latitude,longitude,Min Temp(°C),Max Temp(°C),Rain(mm),Max Wind Dir,Max Wind Spd(km/h)
0,2019-05-01,ACT,Canberra Airport ,70351,-35.3088,149.2003,6.5,20.8,0.0,NNW,33.0
1,2019-05-02,ACT,Canberra Airport ,70351,-35.3088,149.2003,8.8,23.8,0.0,NNW,26.0
2,2019-05-03,ACT,Canberra Airport ,70351,-35.3088,149.2003,15.2,20.4,20.8,NNW,43.0
3,2019-05-04,ACT,Canberra Airport ,70351,-35.3088,149.2003,5.0,19.0,0.6,SSE,41.0
4,2019-05-05,ACT,Canberra Airport ,70351,-35.3088,149.2003,4.9,17.4,0.0,S,48.0
5,2019-05-06,ACT,Canberra Airport ,70351,-35.3088,149.2003,2.2,16.6,0.0,N,30.0
6,2019-05-07,ACT,Canberra Airport ,70351,-35.3088,149.2003,0.0,15.5,0.0,NNW,48.0
7,2019-05-08,ACT,Canberra Airport ,70351,-35.3088,149.2003,1.4,13.1,1.8,WNW,54.0
8,2019-05-09,ACT,Canberra Airport ,70351,-35.3088,149.2003,0.8,14.4,0.0,N,39.0
9,2019-05-10,ACT,Canberra Airport ,70351,-35.3088,149.2003,3.4,11.0,0.0,NW,46.0
10,2019-05-11,ACT,Canberra Airport ,70351,-35.3088,149.2003,4.4,16.2,10.4,NNW,31.0
11,2019-05-12,ACT,Canberra Airport ,70351,-35.3088,149.2003,0.2,12.0,0.2,NNE,15.0
12,2019-05-13,ACT,Canberra Airport ,70351,-35.3088,149.2003,0.7,17.3,0.2,NNW,30.0
13,2019-05-14,ACT,Canberra Airport ,70351,-35.3088,149.2003,0.3,18.1,0.0,NW,19.0
14,2019-05-15,ACT,Canberra Airport ,70351,-35.3088,149.2003,-1.6,17.5,0.0,NNW,19.0
15,2019-05-16,ACT,Canberra Airport ,70351,-35.3088,149.2003,2.0,19.0,0.0,W,19.0
16,2019-05-17,ACT,Canberra Airport ,70351,-35.3088,149.2003,0.3,19.1,0.0,NW,33.0
17,2019-05-18,ACT,Canberra Airport ,70351,-35.3088,149.2003,-0.1,19.2,0.0,SE,19.0
18,2019-05-19,ACT,Canberra Airport ,70351,-35.3088,149.2003,3.6,18.9,0.0,NNW,17.0
19,2019-05-20,ACT,Canberra Airport ,70351,-35.3088,149.2003,4.6,19.4,0.0,NNW,35.0
20,2019-05-21,ACT,Canberra Airport ,70351,-35.3088,149.2003,5.7,21.3,0.0,NW,37.0
21,2019-05-22,ACT,Canberra Airport ,70351,-35.3088,149.2003,3.4,20.7,0.0,N,20.0
22,2019-05-23,ACT,Canberra Airport ,70351,-35.3088,149.2003,6.8,19.4,0.0,NW,28.0
23,2019-05-24,ACT,Canberra Airport ,70351,-35.3088,149.2003,-0.3,17.4,0.0,NNW,26.0
24,2019-05-25,ACT,Canberra Airport ,70351,-35.3088,149.2003,1.8,20.0,0.0,NW,44.0
25,2019-05-26,ACT,Canberra Airport ,70351,-35.3088,149.2003,8.6,14.4,8.0,WNW,46.0
26,2019-05-27,ACT,Canberra Airport ,70351,-35.3088,149.2003,5.8,9.1,0.4,NNW,63.0
27,2019-05-28,ACT,Canberra Airport ,70351,-35.3088,149.2003,4.2,10.4,0.4,NW,61.0
28,2019-05-29,ACT,Canberra Airport ,70351,-35.3088,149.2003,6.5,9.8,1.2,NW,69.0
29,2019-05-30,ACT,Canberra Airport ,70351,-35.3088,149.2003,1.1,11.0,2.2,WSW,37.0
30,2019-05-31,ACT,Canberra Airport ,70351,-35.3088,149.2003,-2.7,12.0,0.0,N,31.0
31,2019-06-01,ACT,Canberra Airport ,70351,-35.3088,149.2003,-0.7,15.2,0.2,S,30.0
32,2019-06-02,ACT,Canberra Airport ,70351,-35.3088,149.2003,-1.6,15.7,0.0,NNW,30.0
33,2019-06-03,ACT,Canberra Airport ,70351,-35.3088,149.2003,2.9,11.4,0.4,S,57.0
34,2019-06-04,ACT,Canberra Airport ,70351,-35.3088,149.2003,4.4,11.4,3.6,S,69.0
35,2019-06-05,ACT,Canberra Airport ,70351,-35.3088,149.2003,3.3,12.3,0.0,S,46.0
36,2019-06-06,ACT,Canberra Airport ,70351,-35.3088,149.2003,-3.9,14.6,0.0,W,19.0
37,2019-06-07,ACT,Canberra Airport ,70351,-35.3088,149.2003,-1.3,17.0,0.2,SE,17.0
38,2019-06-08,ACT,Canberra Airport ,70351,-35.3088,149.2003,-0.1,11.2,0.0,NNW,20.0
39,2019-06-09,ACT,Canberra Airport ,70351,-35.3088,149.2003,0.6,16.0,0.0,NW,28.0
40,2019-06-10,ACT,Canberra Airport ,70351,-35.3088,149.2003,4.5,14.5,0.4,NNW,54.0
41,2019-06-11,ACT,Canberra Airport ,70351,-35.3088,149.2003,3.8,16.3,2.8,NW,26.0
42,2019-06-12,ACT,Canberra Airport ,70351,-35.3088,149.2003,0.6,17.4,0.0,NNW,50.0
43,2019-06-13,ACT,Canberra Airport ,70351,-35.3088,149.2003,5.8,16.5,1.8,NW,39.0
44,2019-06-14,ACT,Canberra Airport ,70351,-35.3088,149.2003,-2.2,14.5,0.0,WNW,30.0
45,2019-06-15,ACT,Canberra Airport ,70351,-35.3088,149.2003,-1.4,13.7,0.0,NW,19.0
46,2019-06-16,ACT,Canberra Airport ,70351,-35.3088,149.2003,-0.8,13.2,0.2,NNW,17.0
47,2019-06-17,ACT,Canberra Airport ,70351,-35.3088,149.2003,1.1,15.6,0.0,SE,26.0
48,2019-06-18,ACT,Canberra Airport ,70351,-35.3088,149.2003,0.5,13.7,0.0,NW,37.0
49,2019-06-19,ACT,Canberra Airport ,70351,-35.3088,149.2003,-2.7,11.9,0.4,WNW,26.0
50,2019-06-20,ACT,Canberra Airport ,70351,-35.3088,149.2003,-4.4,11.0,0.0,N,31.0
51,2019-06-21,ACT,Canberra Airport ,70351,-35.3088,149.2003,-4.9,11.4,0.0,S,37.0
52,2019-06-22,ACT,Canberra Airport ,70351,-35.3088,149.2003,-1.5,11.5,0.0,S,35.0
53,2019-06-23,ACT,Canberra Airport ,70351,-35.3088,149.2003,-3.8,10.8,0.2,SSW,39.0
54,2019-06-24,ACT,Canberra Airport ,70351,-35.3088,149.2003,-0.8,13.6,0.0,ESE,33.0
55,2019-06-25,ACT,Canberra Airport ,70351,-35.3088,149.2003,-2.2,15.9,0.0,SSE,19.0
56,2019-06-26,ACT,Canberra Airport ,70351,-35.3088,149.2003,0.4,15.0,0.0,E,22.0
57,2019-06-27,ACT,Canberra Airport ,70351,-35.3088,149.2003,0.4,15.9,0.0,SE,17.0
58,2019-06-28,ACT,Canberra Airport ,70351,-35.3088,149.2003,-1.1,16.7,0.4,NNW,30.0
59,2019-06-29,ACT,Canberra Airport ,70351,-35.3088,149.2003,-1.7,16.6,0.0,N,54.0
60,2019-06-30,ACT,Canberra Airport ,70351,-35.3088,149.2003,4.3,11.3,7.4,NNW,46.0
61,2019-07-01,ACT,Canberra Airport ,70351,-35.3088,149.2003,-4.7,12.5,0.2,N,31.0
62,2019-07-02,ACT,Canberra Airport ,70351,-35.3088,149.2003,-3.6,15.0,0.0,NW,37.0
63,2019-07-03,ACT,Canberra Airport ,70351,-35.3088,149.2003,-3.1,15.6,0.0,E,30.0
64,2019-07-04,ACT,Canberra Airport ,70351,-35.3088,149.2003,2.5,13.3,0.0,E,35.0
65,2019-07-05,ACT,Canberra Airport ,70351,-35.3088,149.2003,0.0,15.8,0.0,E,33.0
66,2019-07-06,ACT,Canberra Airport ,70351,-35.3088,149.2003,4.6,15.6,0.2,NE,26.0
67,2019-07-07,ACT,Canberra Airport ,70351,-35.3088,149.2003,0.2,15.3,0.2,NNW,17.0
68,2019-07-08,ACT,Canberra Airport ,70351,-35.3088,149.2003,7.3,15.9,0.0,NW,35.0
69,2019-07-09,ACT,Canberra Airport ,70351,-35.3088,149.2003,-1.2,13.4,0.0,WNW,39.0
70,2019-07-10,ACT,Canberra Airport ,70351,-35.3088,149.2003,3.9,10.8,0.0,NNW,57.0
71,2019-07-11,ACT,Canberra Airport ,70351,-35.3088,149.2003,6.0,10.6,0.8,NW,61.0
72,2019-07-12,ACT,Canberra Airport ,70351,-35.3088,149.2003,7.7,13.1,0.0,NW,69.0
73,2019-07-13,ACT,Canberra Airport ,70351,-35.3088,149.2003,3.2,8.7,2.8,NNW,65.0
74,2019-07-14,ACT,Canberra Airport ,70351,-35.3088,149.2003,1.0,8.6,0.0,NW,63.0
75,2019-07-15,ACT,Canberra Airport ,70351,-35.3088,149.2003,4.6,12.8,0.2,WNW,54.0
76,2019-07-16,ACT,Canberra Airport ,70351,-35.3088,149.2003,-2.1,14.0,0.0,NW,46.0
77,2019-07-17,ACT,Canberra Airport ,70351,-35.3088,149.2003,4.4,12.5,0.0,WNW,54.0
78,2019-07-18,ACT,Canberra Airport ,70351,-35.3088,149.2003,5.9,13.0,0.0,NW,46.0
79,2019-07-19,ACT,Canberra Airport ,70351,-35.3088,149.2003,2.3,13.3,0.0,N,37.0
80,2019-07-20,ACT,Canberra Airport ,70351,-35.3088,149.2003,-0.7,12.7,0.0,NNW,28.0
81,2019-07-21,ACT,Canberra Airport ,70351,-35.3088,149.2003,-4.7,15.8,0.0,NW,44.0
82,2019-07-22,ACT,Canberra Airport ,70351,-35.3088,149.2003,-1.6,17.3,0.0,N,31.0
83,2019-07-23,ACT,Canberra Airport ,70351,-35.3088,149.2003,-2.4,16.0,0.0,WNW,59.0
84,2019-07-24,ACT,Canberra Airport ,70351,-35.3088,149.2003,7.8,13.5,0.0,WNW,57.0
85,2019-07-25,ACT,Canberra Airport ,70351,-35.3088,149.2003,-5.1,15.7,0.0,NW,24.0
86,2019-07-26,ACT,Canberra Airport ,70351,-35.3088,149.2003,-1.8,11.1,0.0,NW,19.0
87,2019-07-27,ACT,Canberra Airport ,70351,-35.3088,149.2003,0.2,16.2,0.2,WNW,28.0
88,2019-07-28,ACT,Canberra Airport ,70351,-35.3088,149.2003,-3.3,14.3,0.0,NNW,31.0
89,2019-07-29,ACT,Canberra Airport ,70351,-35.3088,149.2003,-2.4,14.2,0.0,NW,37.0
90,2019-07-30,ACT,Canberra Airport ,70351,-35.3088,149.2003,-1.4,13.6,0.2,SSE,31.0
91,2019-07-31,ACT,Canberra Airport ,70351,-35.3088,149.2003,-2.8,13.7,0.2,WNW,19.0
92,2019-08-01,ACT,Canberra Airport ,70351,-35.3088,149.2003,-3.8,14.6,0.0,NW,28.0
93,2019-08-02,ACT,Canberra Airport ,70351,-35.3088,149.2003,0.0,15.2,0.0,NNW,30.0
94,2019-08-03,ACT,Canberra Airport ,70351,-35.3088,149.2003,-0.9,13.3,0.0,N,33.0
95,2019-08-04,ACT,Canberra Airport ,70351,-35.3088,149.2003,0.4,13.6,0.0,NW,24.0
96,2019-08-05,ACT,Canberra Airport ,70351,-35.3088,149.2003,0.9,11.9,0.0,N,33.0
97,2019-08-06,ACT,Canberra Airport ,70351,-35.3088,149.2003,-2.5,12.9,0.0,N,35.0
98,2019-08-07,ACT,Canberra Airport ,70351,-35.3088,149.2003,-5.0,16.0,0.0,NW,43.0
99,2019-08-08,ACT,Canberra Airport ,70351,-35.3088,149.2003,-3.5,12.6,3.2,WNW,63.0
100,2019-08-09,ACT,Canberra Airport ,70351,-35.3088,149.2003,4.1,8.7,6.6,NNW,72.0
101,2019-08-10,ACT,Canberra Airport ,70351,-35.3088,149.2003,0.8,8.8,3.0,W,52.0
102,2019-08-11,ACT,Canberra Airport ,70351,-35.3088,149.2003,2.0,10.7,1.6,NNW,46.0
103,2019-08-12,ACT,Canberra Airport ,70351,-35.3088,149.2003,-1.6,13.0,0.0,NW,35.0
104,2019-08-13,ACT,Canberra Airport ,70351,-35.3088,149.2003,-1.7,12.7,0.0,N,31.0
105,2019-08-14,ACT,Canberra Airport ,70351,-35.3088,149.2003,-4.1,10.2,0.0,N,24.0
106,2019-08-15,ACT,Canberra Airport ,70351,-35.3088,149.2003,-3.2,15.3,0.2,NNW,46.0
107,2019-08-16,ACT,Canberra Airport ,70351,-35.3088,149.2003,-2.8,18.3,0.0,NW,52.0
108,2019-08-17,ACT,Canberra Airport ,70351,-35.3088,149.2003,0.3,17.8,0.0,E,37.0
109,2019-08-18,ACT,Canberra Airport ,70351,-35.3088,149.2003,-1.1,18.9,0.0,NW,70.0
110,2019-08-19,ACT,Canberra Airport ,70351,-35.3088,149.2003,2.6,9.4,2.4,WNW,56.0
111,2019-08-20,ACT,Canberra Airport ,70351,-35.3088,149.2003,2.7,13.2,0.0,WNW,61.0
112,2019-08-21,ACT,Canberra Airport ,70351,-35.3088,149.2003,6.8,16.6,0.0,W,52.0
113,2019-08-22,ACT,Canberra Airport ,70351,-35.3088,149.2003,9.0,16.1,0.0,W,54.0
114,2019-08-23,ACT,Canberra Airport ,70351,-35.3088,149.2003,-5.2,14.7,0.0,NNW,31.0
115,2019-08-24,ACT,Canberra Airport ,70351,-35.3088,149.2003,-5.2,17.4,0.0,NW,56.0
116,2019-08-25,ACT,Canberra Airport ,70351,-35.3088,149.2003,0.1,18.3,0.0,N,46.0
117,2019-08-26,ACT,Canberra Airport ,70351,-35.3088,149.2003,5.1,13.7,0.0,NE,26.0
118,2019-08-27,ACT,Canberra Airport ,70351,-35.3088,149.2003,5.0,13.2,0.8,NE,20.0
119,2019-08-28,ACT,Canberra Airport ,70351,-35.3088,149.2003,1.6,17.0,0.0,WNW,44.0
120,2019-08-29,ACT,Canberra Airport ,70351,-35.3088,149.2003,0.7,13.8,0.0,SSE,41.0
121,2019-08-30,ACT,Canberra Airport ,70351,-35.3088,149.2003,1.3,14.5,0.0,SE,39.0
122,2019-08-31,ACT,Canberra Airport ,70351,-35.3088,149.2003,0.6,17.2,0.0,NNE,26.0
123,2019-09-01,ACT,Canberra Airport ,70351,-35.3088,149.2003,-2.3,19.8,0.0,NW,39.0
124,2019-09-02,ACT,Canberra Airport ,70351,-35.3088,149.2003,0.5,19.0,0.2,NW,28.0
125,2019-09-03,ACT,Canberra Airport ,70351,-35.3088,149.2003,2.9,21.7,0.0,NW,41.0
126,2019-09-04,ACT,Canberra Airport ,70351,-35.3088,149.2003,-0.3,22.2,0.0,NW,48.0
127,2019-09-05,ACT,Canberra Airport ,70351,-35.3088,149.2003,1.5,21.2,0.0,SW,31.0
128,2019-09-06,ACT,Canberra Airport ,70351,-35.3088,149.2003,5.7,20.1,0.0,W,69.0
129,2019-09-07,ACT,Canberra Airport ,70351,-35.3088,149.2003,5.0,11.8,3.8,WNW,69.0
130,2019-09-08,ACT,Canberra Airport ,70351,-35.3088,149.2003,4.0,13.4,0.0,WNW,57.0
131,2019-09-09,ACT,Canberra Airport ,70351,-35.3088,149.2003,3.7,14.1,0.0,SSW,69.0
132,2019-09-10,ACT,Canberra Airport ,70351,-35.3088,149.2003,-0.5,16.3,0.0,SSW,35.0
133,2019-09-11,ACT,Canberra Airport ,70351,-35.3088,149.2003,-3.1,19.4,0.0,NNW,30.0
134,2019-09-12,ACT,Canberra Airport ,70351,-35.3088,149.2003,-0.9,19.2,0.0,NW,50.0
135,2019-09-13,ACT,Canberra Airport ,70351,-35.3088,149.2003,-2.8,22.3,0.0,N,50.0
136,2019-09-14,ACT,Canberra Airport ,70351,-35.3088,149.2003,-0.5,21.8,0.0,NNW,35.0
137,2019-09-15,ACT,Canberra Airport ,70351,-35.3088,149.2003,-0.4,24.0,0.0,NW,43.0
138,2019-09-16,ACT,Canberra Airport ,70351,-35.3088,149.2003,5.4,24.7,0.0,NNW,46.0
139,2019-09-17,ACT,Canberra Airport ,70351,-35.3088,149.2003,0.8,11.3,32.0,SE,50.0
140,2019-09-18,ACT,Canberra Airport ,70351,-35.3088,149.2003,1.5,15.9,0.0,SE,35.0
141,2019-09-19,ACT,Canberra Airport ,70351,-35.3088,149.2003,10.0,20.1,0.0,ENE,31.0
142,2019-09-20,ACT,Canberra Airport ,70351,-35.3088,149.2003,5.6,23.3,0.0,NE,43.0
143,2019-09-21,ACT,Canberra Airport ,70351,-35.3088,149.2003,10.1,18.7,0.0,NW,52.0
144,2019-09-22,ACT,Canberra Airport ,70351,-35.3088,149.2003,6.9,17.2,3.8,NNW,50.0
145,2019-09-23,ACT,Canberra Airport ,70351,-35.3088,149.2003,0.1,13.6,0.0,WNW,50.0
146,2019-09-24,ACT,Canberra Airport ,70351,-35.3088,149.2003,-2.9,16.9,0.2,N,44.0
147,2019-09-25,ACT,Canberra Airport ,70351,-35.3088,149.2003,-0.9,17.9,0.0,ENE,30.0
148,2019-09-26,ACT,Canberra Airport ,70351,-35.3088,149.2003,4.4,18.2,0.0,NNW,35.0
149,2019-09-27,ACT,Canberra Airport ,70351,-35.3088,149.2003,0.7,20.8,0.0,WNW,54.0
150,2019-09-28,ACT,Canberra Airport ,70351,-35.3088,149.2003,3.7,18.1,0.0,NNW,31.0
151,2019-09-29,ACT,Canberra Airport ,70351,-35.3088,149.2003,2.2,20.2,0.0,N,48.0
152,2019-09-30,ACT,Canberra Airport ,70351,-35.3088,149.2003,3.6,19.7,0.0,E,43.0
153,2019-10-01,ACT,Canberra Airport ,70351,-35.3088,149.2003,5.6,21.1,0.0,NNW,31.0
154,2019-10-02,ACT,Canberra Airport ,70351,-35.3088,149.2003,1.8,24.7,0.0,NNW,43.0
155,2019-10-03,ACT,Canberra Airport ,70351,-35.3088,149.2003,4.2,28.0,0.0,NNW,39.0
156,2019-10-04,ACT,Canberra Airport ,70351,-35.3088,149.2003,5.7,28.1,0.0,WNW,44.0
157,2019-10-05,ACT,Canberra Airport ,70351,-35.3088,149.2003,12.1,19.2,4.0,ENE,33.0
158,2019-10-06,ACT,Canberra Airport ,70351,-35.3088,149.2003,11.4,30.4,0.0,N,61.0
159,2019-10-07,ACT,Canberra Airport ,70351,-35.3088,149.2003,8.6,23.7,0.0,NW,54.0
160,2019-10-08,ACT,Canberra Airport ,70351,-35.3088,149.2003,8.4,18.7,0.0,W,54.0
161,2019-10-09,ACT,Canberra Airport ,70351,-35.3088,149.2003,1.7,16.3,11.2,S,39.0
162,2019-10-10,ACT,Canberra Airport ,70351,-35.3088,149.2003,1.0,19.2,0.0,E,43.0
163,2019-10-11,ACT,Canberra Airport ,70351,-35.3088,149.2003,8.5,17.1,0.0,ESE,41.0
164,2019-10-12,ACT,Canberra Airport ,70351,-35.3088,149.2003,6.6,15.9,0.0,ESE,30.0
165,2019-10-13,ACT,Canberra Airport ,70351,-35.3088,149.2003,1.8,19.8,0.0,N,28.0
166,2019-10-14,ACT,Canberra Airport ,70351,-35.3088,149.2003,4.3,22.7,0.0,SSW,33.0
167,2019-10-15,ACT,Canberra Airport ,70351,-35.3088,149.2003,6.6,28.0,0.0,NW,56.0
168,2019-10-16,ACT,Canberra Airport ,70351,-35.3088,149.2003,7.8,24.8,0.0,NNW,67.0
169,2019-10-17,ACT,Canberra Airport ,70351,-35.3088,149.2003,9.5,16.1,4.8,WNW,69.0
170,2019-10-18,ACT,Canberra Airport ,70351,-35.3088,149.2003,5.8,21.0,0.0,NNW,52.0
171,2019-10-19,ACT,Canberra Airport ,70351,-35.3088,149.2003,8.8,19.2,0.0,NW,78.0
172,2019-10-20,ACT,Canberra Airport ,70351,-35.3088,149.2003,-0.2,20.9,0.0,N,30.0
173,2019-10-21,ACT,Canberra Airport ,70351,-35.3088,149.2003,3.1,26.7,0.0,ENE,33.0
174,2019-10-22,ACT,Canberra Airport ,70351,-35.3088,149.2003,5.8,28.5,0.0,E,41.0
175,2019-10-23,ACT,Canberra Airport ,70351,-35.3088,149.2003,5.8,29.2,0.0,SW,80.0
176,2019-10-24,ACT,Canberra Airport ,70351,-35.3088,149.2003,6.8,31.2,0.0,W,39.0
177,2019-10-25,ACT,Canberra Airport ,70351,-35.3088,149.2003,9.1,31.1,0.0,NNW,91.0
178,2019-10-26,ACT,Canberra Airport ,70351,-35.3088,149.2003,12.3,18.2,7.6,NW,78.0
179,2019-10-27,ACT,Canberra Airport ,70351,-35.3088,149.2003,4.6,20.5,0.0,NNW,43.0
180,2019-10-28,ACT,Canberra Airport ,70351,-35.3088,149.2003,3.7,22.9,0.0,W,39.0
181,2019-10-29,ACT,Canberra Airport ,70351,-35.3088,149.2003,5.6,27.4,0.0,NNW,50.0
182,2019-10-30,ACT,Canberra Airport ,70351,-35.3088,149.2003,8.8,29.3,0.0,W,28.0
183,2019-10-31,ACT,Canberra Airport ,70351,-35.3088,149.2003,7.0,31.7,0.0,NE,41.0
184,2019-11-01,ACT,Canberra Airport ,70351,-35.3088,149.2003,10.4,32.5,0.0,NNW,39.0
185,2019-11-02,ACT,Canberra Airport ,70351,-35.3088,149.2003,13.9,31.3,0.0,N,63.0
186,2019-11-03,ACT,Canberra Airport ,70351,-35.3088,149.2003,15.8,25.8,0.0,NNW,57.0
187,2019-11-04,ACT,Canberra Airport ,70351,-35.3088,149.2003,11.5,22.6,12.4,WNW,56.0
188,2019-11-05,ACT,Canberra Airport ,70351,-35.3088,149.2003,8.6,19.0,0.2,S,35.0
189,2019-11-06,ACT,Canberra Airport ,70351,-35.3088,149.2003,7.2,23.7,0.0,NW,70.0
190,2019-11-07,ACT,Canberra Airport ,70351,-35.3088,149.2003,11.3,19.4,0.0,WNW,70.0
191,2019-11-08,ACT,Canberra Airport ,70351,-35.3088,149.2003,12.7,18.8,0.0,NW,72.0
192,2019-11-09,ACT,Canberra Airport ,70351,-35.3088,149.2003,1.6,16.7,0.0,WNW,56.0
193,2019-11-10,ACT,Canberra Airport ,70351,-35.3088,149.2003,8.4,20.4,0.0,NNW,54.0
194,2019-11-11,ACT,Canberra Airport ,70351,-35.3088,149.2003,3.7,26.4,0.0,NW,50.0
195,2019-11-12,ACT,Canberra Airport ,70351,-35.3088,149.2003,5.8,26.6,0.0,NW,67.0
196,2019-11-13,ACT,Canberra Airport ,70351,-35.3088,149.2003,6.7,20.8,0.0,WNW,50.0
197,2019-11-14,ACT,Canberra Airport ,70351,-35.3088,149.2003,7.1,24.7,0.0,NW,52.0
198,2019-11-15,ACT,Canberra Airport ,70351,-35.3088,149.2003,11.8,25.7,0.0,NW,61.0
199,2019-11-16,ACT,Canberra Airport ,70351,-35.3088,149.2003,8.4,25.7,0.0,NW,50.0
200,2019-11-17,ACT,Canberra Airport ,70351,-35.3088,149.2003,9.6,25.1,0.0,E,52.0
201,2019-11-18,ACT,Canberra Airport ,70351,-35.3088,149.2003,6.8,27.0,0.0,NNW,59.0
202,2019-11-19,ACT,Canberra Airport ,70351,-35.3088,149.2003,8.4,32.5,0.0,WNW,57.0
203,2019-11-20,ACT,Canberra Airport ,70351,-35.3088,149.2003,8.4,31.4,0.0,ENE,33.0
204,2019-11-21,ACT,Canberra Airport ,70351,-35.3088,149.2003,10.9,39.0,0.0,NNW,54.0
205,2019-11-22,ACT,Canberra Airport ,70351,-35.3088,149.2003,16.9,34.9,0.0,NW,52.0
206,2019-11-23,ACT,Canberra Airport ,70351,-35.3088,149.2003,12.9,33.1,0.0,NNW,54.0
207,2019-11-24,ACT,Canberra Airport ,70351,-35.3088,149.2003,8.1,28.6,0.0,NNE,39.0
208,2019-11-25,ACT,Canberra Airport ,70351,-35.3088,149.2003,10.7,31.5,0.0,NW,52.0
209,2019-11-26,ACT,Canberra Airport ,70351,-35.3088,149.2003,15.4,27.3,0.0,NW,89.0
210,2019-11-27,ACT,Canberra Airport ,70351,-35.3088,149.2003,1.6,27.1,0.0,NW,43.0
211,2019-11-28,ACT,Canberra Airport ,70351,-35.3088,149.2003,5.6,30.3,0.0,N,46.0
212,2019-11-29,ACT,Canberra Airport ,70351,-35.3088,149.2003,12.6,33.1,0.0,N,65.0
213,2019-11-30,ACT,Canberra Airport ,70351,-35.3088,149.2003,11.8,23.8,0.0,NW,69.0
214,2019-12-01,ACT,Canberra Airport ,70351,-35.3088,149.2003,4.6,21.5,0.0,NW,63.0
215,2019-12-02,ACT,Canberra Airport ,70351,-35.3088,149.2003,7.4,15.1,0.6,WNW,57.0
216,2019-12-03,ACT,Canberra Airport ,70351,-35.3088,149.2003,8.5,20.8,0.6,W,61.0
217,2019-12-04,ACT,Canberra Airport ,70351,-35.3088,149.2003,12.6,24.1,0.0,WNW,57.0
218,2019-12-05,ACT,Canberra Airport ,70351,-35.3088,149.2003,11.2,28.2,0.0,WNW,63.0
219,2019-12-06,ACT,Canberra Airport ,70351,-35.3088,149.2003,15.7,28.0,0.0,WNW,50.0
220,2019-12-07,ACT,Canberra Airport ,70351,-35.3088,149.2003,11.1,29.7,0.0,WSW,52.0
221,2019-12-08,ACT,Canberra Airport ,70351,-35.3088,149.2003,11.1,29.9,0.0,ENE,43.0
222,2019-12-09,ACT,Canberra Airport ,70351,-35.3088,149.2003,14.9,34.9,0.0,NW,46.0
223,2019-12-10,ACT,Canberra Airport ,70351,-35.3088,149.2003,12.2,38.1,0.0,NW,59.0
224,2019-12-11,ACT,Canberra Airport ,70351,-35.3088,149.2003,11.3,32.7,0.0,NNW,44.0
225,2019-12-12,ACT,Canberra Airport ,70351,-35.3088,149.2003,12.8,30.5,0.0,ENE,57.0
226,2019-12-13,ACT,Canberra Airport ,70351,-35.3088,149.2003,12.8,27.8,0.0,E,48.0
227,2019-12-14,ACT,Canberra Airport ,70351,-35.3088,149.2003,9.2,29.6,0.0,W,48.0
228,2019-12-15,ACT,Canberra Airport ,70351,-35.3088,149.2003,12.9,29.0,0.0,W,54.0
229,2019-12-16,ACT,Canberra Airport ,70351,-35.3088,149.2003,10.6,32.0,0.0,E,48.0
230,2019-12-17,ACT,Canberra Airport ,70351,-35.3088,149.2003,12.1,32.5,0.0,E,48.0
231,2019-12-18,ACT,Canberra Airport ,70351,-35.3088,149.2003,12.2,36.8,0.0,NW,43.0
232,2019-12-19,ACT,Canberra Airport ,70351,-35.3088,149.2003,15.8,39.3,0.0,E,54.0
233,2019-12-20,ACT,Canberra Airport ,70351,-35.3088,149.2003,12.8,39.0,0.0,N,39.0
234,2019-12-21,ACT,Canberra Airport ,70351,-35.3088,149.2003,14.7,41.1,0.0,WNW,46.0
235,2019-12-22,ACT,Canberra Airport ,70351,-35.3088,149.2003,15.5,24.9,0.0,ENE,43.0
236,2019-12-23,ACT,Canberra Airport ,70351,-35.3088,149.2003,8.6,32.4,0.0,NE,31.0
237,2019-12-24,ACT,Canberra Airport ,70351,-35.3088,149.2003,15.3,28.8,0.0,NE,44.0
238,2019-12-25,ACT,Canberra Airport ,70351,-35.3088,149.2003,15.1,32.2,0.0,ENE,43.0
239,2019-12-26,ACT,Canberra Airport ,70351,-35.3088,149.2003,15.6,35.0,0.0,E,44.0
240,2019-12-27,ACT,Canberra Airport ,70351,-35.3088,149.2003,15.3,36.8,0.0,E,43.0
241,2019-12-28,ACT,Canberra Airport ,70351,-35.3088,149.2003,17.1,37.7,0.0,NW,52.0
242,2019-12-29,ACT,Canberra Airport ,70351,-35.3088,149.2003,19.6,36.1,0.0,WNW,33.0
243,2019-12-30,ACT,Canberra Airport ,70351,-35.3088,149.2003,17.6,39.8,0.0,NW,56.0
244,2019-12-31,ACT,Canberra Airport ,70351,-35.3088,149.2003,19.8,38.0,0.0,NW,74.0
245,2020-01-01,ACT,Canberra Airport ,70351,-35.3088,149.2003,13.5,33.2,0.2,NW,37.0
246,2020-01-02,ACT,Canberra Airport ,70351,-35.3088,149.2003,10.7,33.2,0.0,E,41.0
247,2020-01-03,ACT,Canberra Airport ,70351,-35.3088,149.2003,15.6,37.8,0.0,NW,56.0
248,2020-01-04,ACT,Canberra Airport ,70351,-35.3088,149.2003,18.5,44.0,0.0,NNW,67.0
249,2020-01-05,ACT,Canberra Airport ,70351,-35.3088,149.2003,17.3,21.7,0.0,ESE,46.0
250,2020-01-06,ACT,Canberra Airport ,70351,-35.3088,149.2003,14.3,21.5,0.0,E,33.0
