,Date,State,Station,Station No.,latitude,longitude,Min Temp(°C),Max Temp(°C),Rain(mm),Max Wind Dir,Max Wind Spd(km/h)
1916,2019-12-18,NSW,Bellambi AWS ,68228,-34.3691,150.9291,16.7,30.3,0.0,NE,56.0
1917,2019-12-19,NSW,Bellambi AWS ,68228,-34.3691,150.9291,19.8,36.0,0.0,SSW,56.0
1918,2019-12-20,NSW,Bellambi AWS ,68228,-34.3691,150.9291,17.4,24.1,0.0,S,41.0
1919,2019-12-21,NSW,Bellambi AWS ,68228,-34.3691,150.9291,19.4,24.8,0.0,S,91.0
1920,2019-12-22,NSW,Bellambi AWS ,68228,-34.3691,150.9291,17.1,20.1,0.0,S,46.0
1921,2019-12-23,NSW,Bellambi AWS ,68228,-34.3691,150.9291,15.7,23.0,0.0,NE,43.0
1922,2019-12-24,NSW,Bellambi AWS ,68228,-34.3691,150.9291,18.5,20.8,0.0,S,37.0
1923,2019-12-25,NSW,Bellambi AWS ,68228,-34.3691,150.9291,18.4,25.0,3.4,NE,35.0
1924,2019-12-26,NSW,Bellambi AWS ,68228,-34.3691,150.9291,19.4,23.9,0.0,NE,48.0
1925,2019-12-27,NSW,Bellambi AWS ,68228,-34.3691,150.9291,18.0,24.0,0.0,NE,48.0
1926,2019-12-28,NSW,Bellambi AWS ,68228,-34.3691,150.9291,18.3,23.4,0.0,NE,39.0
1927,2019-12-29,NSW,Bellambi AWS ,68228,-34.3691,150.9291,17.8,23.2,0.0,NNE,19.0
1928,2019-12-30,NSW,Bellambi AWS ,68228,-34.3691,150.9291,18.2,23.4,0.0,NE,31.0
1929,2019-12-31,NSW,Bellambi AWS ,68228,-34.3691,150.9291,18.4,31.2,0.0,S,80.0
1930,2020-01-01,NSW,Bellambi AWS ,68228,-34.3691,150.9291,17.1,23.1,0.0,SSW,39.0
1931,2020-01-02,NSW,Bellambi AWS ,68228,-34.3691,150.9291,17.7,24.2,0.0,SSW,37.0
1932,2020-01-03,NSW,Bellambi AWS ,68228,-34.3691,150.9291,19.7,26.8,0.0,NE,41.0
1933,2020-01-04,NSW,Bellambi AWS ,68228,-34.3691,150.9291,20.4,35.5,0.0,SSW,78.0
1934,2020-01-05,NSW,Bellambi AWS ,68228,-34.3691,150.9291,19.8,21.4,0.0,SSW,57.0
1935,2020-01-06,NSW,Bellambi AWS ,68228,-34.3691,150.9291,18.3,22.9,0.0,NE,35.0
1936,2020-01-07,NSW,Bellambi AWS ,68228,-34.3691,150.9291,19.9,25.6,0.8,S,44.0
1937,2020-01-08,NSW,Bellambi AWS ,68228,-34.3691,150.9291,20.1,23.2,1.6,S,41.0
1938,2020-01-09,NSW,Bellambi AWS ,68228,-34.3691,150.9291,19.8,23.1,0.0,S,39.0
1939,2020-01-10,NSW,Bellambi AWS ,68228,-34.3691,150.9291,20.5,25.4,0.0,NE,56.0
1940,2020-01-11,NSW,Bellambi AWS ,68228,-34.3691,150.9291,17.2,21.5,1.0,SSW,81.0
1941,2020-01-12,NSW,Bellambi AWS ,68228,-34.3691,150.9291,17.7,19.8,0.0,SSE,39.0
1942,2020-01-13,NSW,Bellambi AWS ,68228,-34.3691,150.9291,17.2,23.7,0.0,NE,33.0
1943,2020-01-14,NSW,Bellambi AWS ,68228,-34.3691,150.9291,17.6,25.2,0.0,NE,26.0
1944,2020-01-15,NSW,Bellambi AWS ,68228,-34.3691,150.9291,17.8,25.4,0.0,NE,39.0
1945,2020-01-16,NSW,Bellambi AWS ,68228,-34.3691,150.9291,19.9,27.3,8.4,SW,52.0
1946,2020-01-17,NSW,Bellambi AWS ,68228,-34.3691,150.9291,17.0,20.7,13.0,SSW,50.0
1947,2020-01-18,NSW,Bellambi AWS ,68228,-34.3691,150.9291,17.0,22.4,9.6,SSW,57.0
1948,2020-01-19,NSW,Bellambi AWS ,68228,-34.3691,150.9291,18.3,22.8,2.8,S,19.0
1949,2020-01-20,NSW,Bellambi AWS ,68228,-34.3691,150.9291,19.0,25.6,1.0,N,50.0
1950,2020-01-21,NSW,Bellambi AWS ,68228,-34.3691,150.9291,18.0,28.0,7.4,W,41.0
1951,2020-01-22,NSW,Bellambi AWS ,68228,-34.3691,150.9291,19.8,29.1,0.0,NE,48.0
1952,2020-01-23,NSW,Bellambi AWS ,68228,-34.3691,150.9291,21.9,39.6,0.0,NNW,85.0
1953,2020-01-24,NSW,Bellambi AWS ,68228,-34.3691,150.9291,20.1,24.7,2.8,SSW,39.0
1954,2020-01-25,NSW,Bellambi AWS ,68228,-34.3691,150.9291,19.3,27.0,15.6,NNE,24.0
1955,2020-01-26,NSW,Bellambi AWS ,68228,-34.3691,150.9291,22.6,27.8,0.0,SSW,61.0
1956,2020-01-27,NSW,Bellambi AWS ,68228,-34.3691,150.9291,22.1,25.9,0.0,SSW,54.0
1957,2020-01-28,NSW,Bellambi AWS ,68228,-34.3691,150.9291,22.1,26.7,0.0,SSW,44.0
1958,2020-01-29,NSW,Bellambi AWS ,68228,-34.3691,150.9291,21.8,26.0,0.0,SSW,39.0
1959,2020-01-30,NSW,Bellambi AWS ,68228,-34.3691,150.9291,19.1,26.3,0.0,NE,50.0
1960,2020-01-31,NSW,Bellambi AWS ,68228,-34.3691,150.9291,23.1,26.9,0.0,NE,43.0
1961,2020-02-01,NSW,Bellambi AWS ,68228,-34.3691,150.9291,22.9,27.8,0.0,NE,35.0
1962,2020-02-02,NSW,Bellambi AWS ,68228,-34.3691,150.9291,22.2,25.4,0.0,S,54.0
1963,2020-02-03,NSW,Bellambi AWS ,68228,-34.3691,150.9291,20.9,26.0,14.6,S,70.0
1964,2020-02-04,NSW,Bellambi AWS ,68228,-34.3691,150.9291,15.5,21.9,0.0,S,65.0
1965,2020-02-05,NSW,Bellambi AWS ,68228,-34.3691,150.9291,17.7,24.2,0.0,ENE,33.0
1966,2020-02-06,NSW,Bellambi AWS ,68228,-34.3691,150.9291,19.4,24.5,2.2,NE,39.0
1967,2020-02-07,NSW,Bellambi AWS ,68228,-34.3691,150.9291,19.2,21.7,23.4,ENE,46.0
1968,2020-02-08,NSW,Bellambi AWS ,68228,-34.3691,150.9291,18.6,22.4,66.8,ESE,61.0
1969,2020-02-09,NSW,Bellambi AWS ,68228,-34.3691,150.9291,18.5,21.8,93.6,E,89.0
1970,2020-02-10,NSW,Bellambi AWS ,68228,-34.3691,150.9291,18.7,24.1,137.4,E,56.0
1971,2020-02-11,NSW,Bellambi AWS ,68228,-34.3691,150.9291,20.4,24.8,0.0,NNE,33.0
1972,2020-02-12,NSW,Bellambi AWS ,68228,-34.3691,150.9291,21.6,23.8,0.2,SSE,30.0
1973,2020-02-13,NSW,Bellambi AWS ,68228,-34.3691,150.9291,21.3,25.4,10.8,ESE,26.0
1974,2020-02-14,NSW,Bellambi AWS ,68228,-34.3691,150.9291,21.3,24.9,0.0,S,24.0
1975,2020-02-15,NSW,Bellambi AWS ,68228,-34.3691,150.9291,17.5,24.2,0.0,SSW,24.0
1976,2020-02-16,NSW,Bellambi AWS ,68228,-34.3691,150.9291,18.8,24.3,1.6,S,43.0
1977,2020-02-17,NSW,Bellambi AWS ,68228,-34.3691,150.9291,19.4,23.3,31.4,SE,26.0
1978,2020-02-18,NSW,Bellambi AWS ,68228,-34.3691,150.9291,20.0,26.0,4.2,SW,70.0
1979,2020-02-19,NSW,Bellambi AWS ,68228,-34.3691,150.9291,19.8,26.7,8.6,W,54.0
1980,2020-02-20,NSW,Bellambi AWS ,68228,-34.3691,150.9291,16.2,22.1,0.0,S,33.0
1981,2020-02-21,NSW,Bellambi AWS ,68228,-34.3691,150.9291,17.9,23.4,0.4,SE,39.0
1982,2020-02-22,NSW,Bellambi AWS ,68228,-34.3691,150.9291,16.9,23.3,3.8,SSW,37.0
1983,2020-02-23,NSW,Bellambi AWS ,68228,-34.3691,150.9291,18.9,24.6,0.6,NE,35.0
1984,2020-02-24,NSW,Bellambi AWS ,68228,-34.3691,150.9291,20.5,26.8,0.0,NE,43.0
1985,2020-02-25,NSW,Bellambi AWS ,68228,-34.3691,150.9291,19.4,27.2,0.0,NE,44.0
1986,2020-02-26,NSW,Bellambi AWS ,68228,-34.3691,150.9291,22.4,32.3,0.0,S,85.0
1987,2020-02-27,NSW,Bellambi AWS ,68228,-34.3691,150.9291,17.7,23.4,0.0,NE,44.0
1988,2020-02-28,NSW,Bellambi AWS ,68228,-34.3691,150.9291,15.9,23.3,0.0,SE,37.0
1989,2020-02-29,NSW,Bellambi AWS ,68228,-34.3691,150.9291,18.6,24.8,0.0,NE,37.0
1990,2020-03-01,NSW,Bellambi AWS ,68228,-34.3691,150.9291,20.7,27.6,0.0,NE,44.0
1991,2020-03-02,NSW,Bellambi AWS ,68228,-34.3691,150.9291,20.8,31.6,0.0,S,74.0
1992,2020-03-03,NSW,Bellambi AWS ,68228,-34.3691,150.9291,17.5,20.1,0.0,SSE,31.0
1993,2020-03-04,NSW,Bellambi AWS ,68228,-34.3691,150.9291,16.9,22.1,10.6,NNE,43.0
1994,2020-03-05,NSW,Bellambi AWS ,68228,-34.3691,150.9291,19.3,24.3,3.6,NNE,50.0
1995,2020-03-06,NSW,Bellambi AWS ,68228,-34.3691,150.9291,20.2,24.9,12.6,S,46.0
1996,2020-03-07,NSW,Bellambi AWS ,68228,-34.3691,150.9291,17.2,22.3,0.0,S,48.0
1997,2020-03-08,NSW,Bellambi AWS ,68228,-34.3691,150.9291,15.9,21.3,25.2,SSE,41.0
1998,2020-03-09,NSW,Bellambi AWS ,68228,-34.3691,150.9291,15.5,20.7,0.0,S,44.0
2000,2020-03-11,NSW,Bellambi AWS ,68228,-34.3691,150.9291,14.6,23.4,0.0,E,30.0
2001,2020-03-12,NSW,Bellambi AWS ,68228,-34.3691,150.9291,17.2,23.8,0.0,WNW,52.0
2002,2020-03-13,NSW,Bellambi AWS ,68228,-34.3691,150.9291,16.7,24.3,2.8,NE,44.0
2003,2020-03-14,NSW,Bellambi AWS ,68228,-34.3691,150.9291,14.8,18.1,0.4,SSW,74.0
2004,2020-03-15,NSW,Bellambi AWS ,68228,-34.3691,150.9291,11.8,19.8,8.8,S,54.0
2005,2020-03-16,NSW,Bellambi AWS ,68228,-34.3691,150.9291,15.5,20.6,12.6,SSW,50.0
2006,2020-03-17,NSW,Bellambi AWS ,68228,-34.3691,150.9291,15.4,21.7,46.8,SSE,31.0
2007,2020-03-18,NSW,Bellambi AWS ,68228,-34.3691,150.9291,15.5,24.6,1.2,NE,44.0
2008,2020-03-19,NSW,Bellambi AWS ,68228,-34.3691,150.9291,18.2,26.3,0.0,NNW,30.0
2009,2020-03-20,NSW,Bellambi AWS ,68228,-34.3691,150.9291,20.2,35.1,0.0,S,63.0
2010,2020-03-21,NSW,Bellambi AWS ,68228,-34.3691,150.9291,16.8,22.7,0.0,S,37.0
2011,2020-03-22,NSW,Bellambi AWS ,68228,-34.3691,150.9291,18.7,25.2,0.0,SSW,54.0
2012,2020-03-23,NSW,Bellambi AWS ,68228,-34.3691,150.9291,16.7,21.1,0.6,S,57.0
2013,2020-03-24,NSW,Bellambi AWS ,68228,-34.3691,150.9291,15.6,22.3,0.0,NE,43.0
2014,2020-03-25,NSW,Bellambi AWS ,68228,-34.3691,150.9291,18.4,22.6,0.2,NNE,48.0
2015,2020-03-26,NSW,Bellambi AWS ,68228,-34.3691,150.9291,15.8,20.8,8.6,S,59.0
2016,2020-03-27,NSW,Bellambi AWS ,68228,-34.3691,150.9291,16.8,22.4,14.0,ESE,44.0
2017,2020-03-28,NSW,Bellambi AWS ,68228,-34.3691,150.9291,14.7,23.2,0.0,NE,39.0
2018,2020-03-29,NSW,Bellambi AWS ,68228,-34.3691,150.9291,17.5,23.4,15.6,NE,43.0
2019,2020-03-30,NSW,Bellambi AWS ,68228,-34.3691,150.9291,19.6,26.4,0.2,NW,44.0
2020,2020-03-31,NSW,Bellambi AWS ,68228,-34.3691,150.9291,18.0,23.5,0.0,SSE,24.0
2021,2020-04-01,NSW,Bellambi AWS ,68228,-34.3691,150.9291,20.1,23.4,0.6,NW,33.0
2022,2020-04-02,NSW,Bellambi AWS ,68228,-34.3691,150.9291,19.1,24.0,14.6,N,39.0
2023,2020-04-03,NSW,Bellambi AWS ,68228,-34.3691,150.9291,17.5,25.2,3.6,N,39.0
2024,2020-04-04,NSW,Bellambi AWS ,68228,-34.3691,150.9291,20.0,25.1,2.8,NW,83.0
2025,2020-04-05,NSW,Bellambi AWS ,68228,-34.3691,150.9291,14.0,23.6,0.0,NW,50.0
2026,2020-04-06,NSW,Bellambi AWS ,68228,-34.3691,150.9291,15.2,23.6,0.0,SSE,39.0
2027,2020-04-07,NSW,Bellambi AWS ,68228,-34.3691,150.9291,14.8,20.4,0.0,S,28.0
2028,2020-04-08,NSW,Bellambi AWS ,68228,-34.3691,150.9291,14.8,20.1,0.2,S,31.0
2029,2020-04-09,NSW,Bellambi AWS ,68228,-34.3691,150.9291,16.1,21.3,0.0,S,33.0
2030,2020-04-10,NSW,Bellambi AWS ,68228,-34.3691,150.9291,16.4,23.0,0.0,W,54.0
2031,2020-04-11,NSW,Bellambi AWS ,68228,-34.3691,150.9291,15.0,25.7,4.6,W,76.0
2032,2020-04-12,NSW,Bellambi AWS ,68228,-34.3691,150.9291,11.7,20.1,0.0,SSW,43.0
2033,2020-04-13,NSW,Bellambi AWS ,68228,-34.3691,150.9291,11.8,20.9,0.0,NNE,24.0
2034,2020-04-14,NSW,Bellambi AWS ,68228,-34.3691,150.9291,13.8,22.9,0.0,NE,24.0
2035,2020-04-15,NSW,Bellambi AWS ,68228,-34.3691,150.9291,14.8,24.5,0.0,NE,30.0
2036,2020-04-16,NSW,Bellambi AWS ,68228,-34.3691,150.9291,18.3,24.8,0.0,N,39.0
2037,2020-04-17,NSW,Bellambi AWS ,68228,-34.3691,150.9291,16.3,25.9,0.0,W,52.0
2038,2020-04-18,NSW,Bellambi AWS ,68228,-34.3691,150.9291,14.3,22.1,0.0,WSW,39.0
2039,2020-04-19,NSW,Bellambi AWS ,68228,-34.3691,150.9291,13.2,20.6,0.0,SSE,24.0
2040,2020-04-20,NSW,Bellambi AWS ,68228,-34.3691,150.9291,14.9,20.7,0.0,NNW,30.0
2041,2020-04-21,NSW,Bellambi AWS ,68228,-34.3691,150.9291,13.5,22.6,0.0,SSW,30.0
2042,2020-04-22,NSW,Bellambi AWS ,68228,-34.3691,150.9291,15.1,24.8,0.0,SW,33.0
2043,2020-04-23,NSW,Bellambi AWS ,68228,-34.3691,150.9291,15.4,24.2,0.0,NE,33.0
2044,2020-04-24,NSW,Bellambi AWS ,68228,-34.3691,150.9291,18.2,26.3,0.0,W,33.0
2045,2020-04-25,NSW,Bellambi AWS ,68228,-34.3691,150.9291,16.6,26.2,0.0,NE,35.0
2046,2020-04-26,NSW,Bellambi AWS ,68228,-34.3691,150.9291,16.2,24.7,0.0,WNW,54.0
2047,2020-04-27,NSW,Bellambi AWS ,68228,-34.3691,150.9291,14.2,21.2,0.0,N,28.0
2048,2020-04-28,NSW,Bellambi AWS ,68228,-34.3691,150.9291,18.1,22.1,0.0,NE,43.0
2049,2020-04-29,NSW,Bellambi AWS ,68228,-34.3691,150.9291,18.8,24.7,0.0,NNW,50.0
2050,2020-04-30,NSW,Bellambi AWS ,68228,-34.3691,150.9291,16.9,17.3,7.4,WSW,59.0
2051,2020-05-01,NSW,Bellambi AWS ,68228,-34.3691,150.9291,9.6,16.7,13.4,NW,72.0
2052,2020-05-02,NSW,Bellambi AWS ,68228,-34.3691,150.9291,12.2,16.9,0.0,W,85.0
2053,2020-05-03,NSW,Bellambi AWS ,68228,-34.3691,150.9291,11.8,18.5,0.0,WNW,69.0
2054,2020-05-04,NSW,Bellambi AWS ,68228,-34.3691,150.9291,10.6,17.7,0.0,S,43.0
2055,2020-05-05,NSW,Bellambi AWS ,68228,-34.3691,150.9291,13.4,18.8,0.0,SSW,33.0
2056,2020-05-06,NSW,Bellambi AWS ,68228,-34.3691,150.9291,13.3,22.5,0.0,NNW,31.0
2057,2020-05-07,NSW,Bellambi AWS ,68228,-34.3691,150.9291,13.9,21.8,0.0,NNW,30.0
2058,2020-05-08,NSW,Bellambi AWS ,68228,-34.3691,150.9291,16.7,25.4,0.0,NW,39.0
2059,2020-05-09,NSW,Bellambi AWS ,68228,-34.3691,150.9291,17.4,25.5,0.0,NW,54.0
2060,2020-05-10,NSW,Bellambi AWS ,68228,-34.3691,150.9291,10.3,17.4,0.0,NW,52.0
2061,2020-05-11,NSW,Bellambi AWS ,68228,-34.3691,150.9291,9.9,17.9,0.0,SW,28.0
2062,2020-05-12,NSW,Bellambi AWS ,68228,-34.3691,150.9291,9.7,20.0,0.0,NNE,31.0
2063,2020-05-13,NSW,Bellambi AWS ,68228,-34.3691,150.9291,12.0,19.4,0.0,NW,24.0
2064,2020-05-14,NSW,Bellambi AWS ,68228,-34.3691,150.9291,11.7,17.1,0.0,SSW,46.0
2065,2020-05-15,NSW,Bellambi AWS ,68228,-34.3691,150.9291,11.9,17.7,0.0,S,50.0
2066,2020-05-16,NSW,Bellambi AWS ,68228,-34.3691,150.9291,11.9,18.0,9.0,WSW,24.0
2067,2020-05-17,NSW,Bellambi AWS ,68228,-34.3691,150.9291,11.5,18.3,1.0,W,24.0
2068,2020-05-18,NSW,Bellambi AWS ,68228,-34.3691,150.9291,12.1,19.0,17.2,S,28.0
2069,2020-05-19,NSW,Bellambi AWS ,68228,-34.3691,150.9291,14.7,21.2,0.0,ENE,31.0
2070,2020-05-20,NSW,Bellambi AWS ,68228,-34.3691,150.9291,14.4,23.2,0.0,NW,59.0
2071,2020-05-21,NSW,Bellambi AWS ,68228,-34.3691,150.9291,15.8,16.9,0.0,S,39.0
2072,2020-05-22,NSW,Bellambi AWS ,68228,-34.3691,150.9291,9.8,16.9,50.0,SW,63.0
2073,2020-05-23,NSW,Bellambi AWS ,68228,-34.3691,150.9291,11.4,17.4,2.2,SW,59.0
2074,2020-05-24,NSW,Bellambi AWS ,68228,-34.3691,150.9291,14.1,17.6,0.0,SSW,81.0
2075,2020-05-25,NSW,Bellambi AWS ,68228,-34.3691,150.9291,12.9,16.9,0.0,SW,67.0
2076,2020-05-26,NSW,Bellambi AWS ,68228,-34.3691,150.9291,12.7,18.3,6.0,SSW,52.0
2077,2020-05-27,NSW,Bellambi AWS ,68228,-34.3691,150.9291,11.3,18.5,0.6,SW,26.0
2078,2020-05-28,NSW,Bellambi AWS ,68228,-34.3691,150.9291,13.0,20.5,0.0,S,31.0
2079,2020-05-29,NSW,Bellambi AWS ,68228,-34.3691,150.9291,13.4,18.7,0.0,SSE,28.0
2080,2020-05-30,NSW,Bellambi AWS ,68228,-34.3691,150.9291,12.9,20.1,0.0,NE,41.0
2081,2020-05-31,NSW,Bellambi AWS ,68228,-34.3691,150.9291,13.8,20.1,0.0,NNW,37.0
2082,2020-06-01,NSW,Bellambi AWS ,68228,-34.3691,150.9291,13.0,22.6,0.0,WNW,74.0
2083,2020-06-02,NSW,Bellambi AWS ,68228,-34.3691,150.9291,8.2,17.1,1.4,WNW,69.0
2084,2020-06-03,NSW,Bellambi AWS ,68228,-34.3691,150.9291,10.5,17.5,0.0,SSW,54.0
2085,2020-06-04,NSW,Bellambi AWS ,68228,-34.3691,150.9291,10.3,16.1,0.0,SW,33.0
2086,2020-06-05,NSW,Bellambi AWS ,68228,-34.3691,150.9291,8.2,17.7,0.0,W,17.0
2087,2020-06-06,NSW,Bellambi AWS ,68228,-34.3691,150.9291,7.6,17.4,0.0,NNE,19.0
2088,2020-06-07,NSW,Bellambi AWS ,68228,-34.3691,150.9291,9.7,16.3,0.0,SSE,44.0
2089,2020-06-08,NSW,Bellambi AWS ,68228,-34.3691,150.9291,10.2,16.7,2.0,S,46.0
2090,2020-06-09,NSW,Bellambi AWS ,68228,-34.3691,150.9291,11.8,17.2,6.6,SW,30.0
2091,2020-06-10,NSW,Bellambi AWS ,68228,-34.3691,150.9291,12.1,16.4,1.0,NNE,31.0
2092,2020-06-11,NSW,Bellambi AWS ,68228,-34.3691,150.9291,12.8,19.0,1.4,S,46.0
2093,2020-06-12,NSW,Bellambi AWS ,68228,-34.3691,150.9291,12.5,17.1,0.2,S,31.0
2094,2020-06-13,NSW,Bellambi AWS ,68228,-34.3691,150.9291,12.3,20.1,0.2,N,33.0
2095,2020-06-14,NSW,Bellambi AWS ,68228,-34.3691,150.9291,15.3,19.9,0.0,WNW,48.0
2096,2020-06-15,NSW,Bellambi AWS ,68228,-34.3691,150.9291,12.2,20.0,0.6,WSW,50.0
2097,2020-06-16,NSW,Bellambi AWS ,68228,-34.3691,150.9291,14.1,20.9,0.2,WNW,43.0
2098,2020-06-17,NSW,Bellambi AWS ,68228,-34.3691,150.9291,13.4,15.4,0.0,SSW,48.0
2099,2020-06-18,NSW,Bellambi AWS ,68228,-34.3691,150.9291,11.8,17.2,0.2,SW,20.0
2100,2020-06-19,NSW,Bellambi AWS ,68228,-34.3691,150.9291,11.4,18.8,0.0,N,39.0
2101,2020-06-20,NSW,Bellambi AWS ,68228,-34.3691,150.9291,10.9,20.4,0.0,NNW,44.0
2102,2020-06-21,NSW,Bellambi AWS ,68228,-34.3691,150.9291,12.0,17.8,5.6,NNW,35.0
2103,2020-06-22,NSW,Bellambi AWS ,68228,-34.3691,150.9291,8.5,15.4,0.2,WNW,46.0
2104,2020-06-23,NSW,Bellambi AWS ,68228,-34.3691,150.9291,9.9,15.8,0.0,W,50.0
2105,2020-06-24,NSW,Bellambi AWS ,68228,-34.3691,150.9291,10.9,18.0,0.0,S,50.0
2106,2020-06-25,NSW,Bellambi AWS ,68228,-34.3691,150.9291,10.6,18.6,0.0,WNW,35.0
2107,2020-06-01,VIC,Ballarat Aerodrome ,89002,-37.5127,143.7911,4.4,7.3,7.0,N,54.0
2108,2020-06-02,VIC,Ballarat Aerodrome ,89002,-37.5127,143.7911,4.2,10.9,5.4,W,41.0
2109,2020-06-03,VIC,Ballarat Aerodrome ,89002,-37.5127,143.7911,6.8,10.7,1.0,SSE,46.0
2110,2020-06-04,VIC,Ballarat Aerodrome ,89002,-37.5127,143.7911,1.0,13.0,0.2,SE,30.0
2111,2020-06-05,VIC,Ballarat Aerodrome ,89002,-37.5127,143.7911,0.4,11.7,0.2,NW,20.0
2112,2020-06-06,VIC,Ballarat Aerodrome ,89002,-37.5127,143.7911,-1.3,10.9,0.0,SSE,31.0
2113,2020-06-07,VIC,Ballarat Aerodrome ,89002,-37.5127,143.7911,4.5,8.7,0.8,SE,33.0
2114,2020-06-08,VIC,Ballarat Aerodrome ,89002,-37.5127,143.7911,1.2,9.8,0.2,S,26.0
2115,2020-06-09,VIC,Ballarat Aerodrome ,89002,-37.5127,143.7911,-3.5,10.0,0.0,N,35.0
2116,2020-06-10,VIC,Ballarat Aerodrome ,89002,-37.5127,143.7911,1.1,12.5,0.2,N,33.0
2117,2020-06-11,VIC,Ballarat Aerodrome ,89002,-37.5127,143.7911,-2.4,13.7,0.0,NW,17.0
2118,2020-06-12,VIC,Ballarat Aerodrome ,89002,-37.5127,143.7911,-0.3,11.0,0.0,NNE,52.0
2119,2020-06-13,VIC,Ballarat Aerodrome ,89002,-37.5127,143.7911,4.9,13.3,0.0,NNE,59.0
2120,2020-06-14,VIC,Ballarat Aerodrome ,89002,-37.5127,143.7911,3.8,11.5,1.8,NNW,48.0
2121,2020-06-15,VIC,Ballarat Aerodrome ,89002,-37.5127,143.7911,6.6,13.5,2.6,NNW,46.0
2122,2020-06-16,VIC,Ballarat Aerodrome ,89002,-37.5127,143.7911,9.1,13.6,0.0,WNW,48.0
2123,2020-06-17,VIC,Ballarat Aerodrome ,89002,-37.5127,143.7911,4.5,9.9,1.6,SSE,17.0
2124,2020-06-18,VIC,Ballarat Aerodrome ,89002,-37.5127,143.7911,0.2,12.5,0.0,N,54.0
2125,2020-06-19,VIC,Ballarat Aerodrome ,89002,-37.5127,143.7911,3.7,13.1,0.0,N,65.0
2126,2020-06-20,VIC,Ballarat Aerodrome ,89002,-37.5127,143.7911,7.8,9.6,5.6,N,46.0
2127,2020-06-21,VIC,Ballarat Aerodrome ,89002,-37.5127,143.7911,5.0,8.6,4.6,NNW,26.0
2128,2020-06-22,VIC,Ballarat Aerodrome ,89002,-37.5127,143.7911,3.4,10.1,1.4,WNW,37.0
2129,2020-06-23,VIC,Ballarat Aerodrome ,89002,-37.5127,143.7911,5.6,13.3,6.0,S,33.0
2130,2020-06-24,VIC,Ballarat Aerodrome ,89002,-37.5127,143.7911,6.1,13.0,0.0,SSE,22.0
2131,2020-06-25,VIC,Ballarat Aerodrome ,89002,-37.5127,143.7911,4.3,11.8,0.0,N,35.0
2132,2020-05-01,VIC,Ballarat Aerodrome ,89002,-37.5127,143.7911,4.8,8.1,14.2,W,69.0
2133,2020-05-02,VIC,Ballarat Aerodrome ,89002,-37.5127,143.7911,5.1,10.2,5.4,WSW,57.0
2134,2020-05-03,VIC,Ballarat Aerodrome ,89002,-37.5127,143.7911,5.4,10.6,0.8,SSW,33.0
2135,2020-05-04,VIC,Ballarat Aerodrome ,89002,-37.5127,143.7911,6.7,11.5,0.6,SSE,31.0
2136,2020-05-05,VIC,Ballarat Aerodrome ,89002,-37.5127,143.7911,1.4,15.4,0.0,N,43.0
2137,2020-05-06,VIC,Ballarat Aerodrome ,89002,-37.5127,143.7911,8.7,15.8,0.0,NNE,57.0
2138,2020-05-07,VIC,Ballarat Aerodrome ,89002,-37.5127,143.7911,10.5,17.5,0.0,NNE,65.0
2139,2020-05-08,VIC,Ballarat Aerodrome ,89002,-37.5127,143.7911,7.2,15.9,0.0,NNW,48.0
2140,2020-05-09,VIC,Ballarat Aerodrome ,89002,-37.5127,143.7911,7.3,10.9,8.6,W,61.0
2141,2020-05-10,VIC,Ballarat Aerodrome ,89002,-37.5127,143.7911,1.8,11.6,6.2,W,37.0
2142,2020-05-11,VIC,Ballarat Aerodrome ,89002,-37.5127,143.7911,2.1,14.4,1.2,N,30.0
2143,2020-05-12,VIC,Ballarat Aerodrome ,89002,-37.5127,143.7911,6.3,13.4,0.2,N,46.0
2144,2020-05-13,VIC,Ballarat Aerodrome ,89002,-37.5127,143.7911,6.1,11.8,3.2,S,35.0
2145,2020-05-14,VIC,Ballarat Aerodrome ,89002,-37.5127,143.7911,-1.2,11.6,0.4,SSE,31.0
2146,2020-05-15,VIC,Ballarat Aerodrome ,89002,-37.5127,143.7911,-0.8,13.9,0.0,SE,22.0
2147,2020-05-16,VIC,Ballarat Aerodrome ,89002,-37.5127,143.7911,0.4,13.8,0.2,N,35.0
2148,2020-05-17,VIC,Ballarat Aerodrome ,89002,-37.5127,143.7911,-0.3,16.0,0.0,ESE,15.0
2149,2020-05-18,VIC,Ballarat Aerodrome ,89002,-37.5127,143.7911,-0.2,15.2,0.0,N,43.0
2150,2020-05-19,VIC,Ballarat Aerodrome ,89002,-37.5127,143.7911,5.4,15.4,0.0,N,56.0
2151,2020-05-20,VIC,Ballarat Aerodrome ,89002,-37.5127,143.7911,6.0,11.9,13.4,NNW,98.0
2152,2020-05-21,VIC,Ballarat Aerodrome ,89002,-37.5127,143.7911,5.5,10.4,6.4,SSW,43.0
2153,2020-05-22,VIC,Ballarat Aerodrome ,89002,-37.5127,143.7911,5.6,10.6,0.0,SSE,24.0
2154,2020-05-23,VIC,Ballarat Aerodrome ,89002,-37.5127,143.7911,5.5,11.8,0.0,S,39.0
2155,2020-05-24,VIC,Ballarat Aerodrome ,89002,-37.5127,143.7911,6.8,10.7,1.6,SSE,46.0
2156,2020-05-25,VIC,Ballarat Aerodrome ,89002,-37.5127,143.7911,4.4,12.8,0.2,ESE,50.0
2157,2020-05-26,VIC,Ballarat Aerodrome ,89002,-37.5127,143.7911,-0.5,14.1,0.4,NNE,43.0
