Date,State,Station,Station No.,Min Temp(°C),Max Temp(°C),Rain(mm),Max Wind Dir,Max Wind Spd(km/h)
23/11/19,NSW,Bellambi AWS ,68228,17.3,21.6,0,S,39
24/11/19,NSW,Bellambi AWS ,68228,17.2,22.9,0,SSW,46
25/11/19,NSW,Bellambi AWS ,68228,17.3,25.2,0,NNW,67
26/11/19,NSW,Bellambi AWS ,68228,19.5,33.5,7.4,NW,83
27/11/19,NSW,Bellambi AWS ,68228,11.6,21,0.2,WSW,31
28/11/19,NSW,Bellambi AWS ,68228,15.5,23,0,NE,39
29/11/19,NSW,Bellambi AWS ,68228,18.3,23.9,0,N,24
30/11/19,NSW,Bellambi AWS ,68228,18.1,21.8,0.2,S,57
1/12/19,NSW,Bellambi AWS ,68228,14.7,20.5,2.4,NE,46
2/12/19,NSW,Bellambi AWS ,68228,14.9,21.7,0,WSW,74
3/12/19,NSW,Bellambi AWS ,68228,12.9,27.5,0,W,50
4/12/19,NSW,Bellambi AWS ,68228,15.8,29.7,0,WNW,46
5/12/19,NSW,Bellambi AWS ,68228,16,34.4,0,WSW,57
6/12/19,NSW,Bellambi AWS ,68228,16.1,24.2,0,E,43
7/12/19,NSW,Bellambi AWS ,68228,15.9,23.6,0,ESE,35
8/12/19,NSW,Bellambi AWS ,68228,18.2,23.4,0,NE,33
9/12/19,NSW,Bellambi AWS ,68228,19.4,22.6,0,NE,57
10/12/19,NSW,Bellambi AWS ,68228,18.5,23.9,0,S,65
11/12/19,NSW,Bellambi AWS ,68228,17.3,20.7,0,SSW,46
12/12/19,NSW,Bellambi AWS ,68228,17,20.6,0,SSW,31
13/12/19,NSW,Bellambi AWS ,68228,15.8,21.9,0,SSE,31
14/12/19,NSW,Bellambi AWS ,68228,15.6,23,0,SSE,37
15/12/19,NSW,Bellambi AWS ,68228,17.9,23.4,0.4,NE,43
16/12/19,NSW,Bellambi AWS ,68228,18.1,21.3,0,S,67
17/12/19,NSW,Bellambi AWS ,68228,14.5,22.1,0,S,20
18/12/19,NSW,Bellambi AWS ,68228,16.7,30.3,0,NE,56
19/12/19,NSW,Bellambi AWS ,68228,19.8,36,0,SSW,56
20/12/19,NSW,Bellambi AWS ,68228,17.4,24.1,0,S,41
21/12/19,NSW,Bellambi AWS ,68228,19.4,24.8,0,S,91
22/12/19,NSW,Bellambi AWS ,68228,17.1,20.1,0,S,46
23/12/19,NSW,Bellambi AWS ,68228,15.7,23,0,NE,43
24/12/19,NSW,Bellambi AWS ,68228,18.5,20.8,0,S,37
25/12/19,NSW,Bellambi AWS ,68228,18.4,25,3.4,NE,35
26/12/19,NSW,Bellambi AWS ,68228,19.4,23.9,0,NE,48
27/12/19,NSW,Bellambi AWS ,68228,18,24,0,NE,48
28/12/19,NSW,Bellambi AWS ,68228,18.3,23.4,0,NE,39
29/12/19,NSW,Bellambi AWS ,68228,17.8,23.2,0,NNE,19
30/12/19,NSW,Bellambi AWS ,68228,18.2,23.4,0,NE,31
31/12/19,NSW,Bellambi AWS ,68228,18.4,31.2,0,S,80
1/1/20,NSW,Bellambi AWS ,68228,17.1,23.1,0,SSW,39
2/1/20,NSW,Bellambi AWS ,68228,17.7,24.2,0,SSW,37
3/1/20,NSW,Bellambi AWS ,68228,19.7,26.8,0,NE,41
4/1/20,NSW,Bellambi AWS ,68228,20.4,35.5,0,SSW,78
5/1/20,NSW,Bellambi AWS ,68228,19.8,21.4,0,SSW,57
6/1/20,NSW,Bellambi AWS ,68228,18.3,22.9,0,NE,35
7/1/20,NSW,Bellambi AWS ,68228,19.9,25.6,0.8,S,44
8/1/20,NSW,Bellambi AWS ,68228,20.1,23.2,1.6,S,41
9/1/20,NSW,Bellambi AWS ,68228,19.8,23.1,0,S,39
10/1/20,NSW,Bellambi AWS ,68228,20.5,25.4,0,NE,56
11/1/20,NSW,Bellambi AWS ,68228,17.2,21.5,1,SSW,81
12/1/20,NSW,Bellambi AWS ,68228,17.7,19.8,0,SSE,39
13/1/20,NSW,Bellambi AWS ,68228,17.2,23.7,0,NE,33
14/1/20,NSW,Bellambi AWS ,68228,17.6,25.2,0,NE,26
15/1/20,NSW,Bellambi AWS ,68228,17.8,25.4,0,NE,39
16/1/20,NSW,Bellambi AWS ,68228,19.9,27.3,8.4,SW,52
17/1/20,NSW,Bellambi AWS ,68228,17,20.7,13,SSW,50
18/1/20,NSW,Bellambi AWS ,68228,17,22.4,9.6,SSW,57
19/1/20,NSW,Bellambi AWS ,68228,18.3,22.8,2.8,S,19
20/1/20,NSW,Bellambi AWS ,68228,19,25.6,1,N,50
21/1/20,NSW,Bellambi AWS ,68228,18,28,7.4,W,41
22/1/20,NSW,Bellambi AWS ,68228,19.8,29.1,0,NE,48
23/1/20,NSW,Bellambi AWS ,68228,21.9,39.6,0,NNW,85
24/1/20,NSW,Bellambi AWS ,68228,20.1,24.7,2.8,SSW,39
25/1/20,NSW,Bellambi AWS ,68228,19.3,27,15.6,NNE,24
26/1/20,NSW,Bellambi AWS ,68228,22.6,27.8,0,SSW,61
27/1/20,NSW,Bellambi AWS ,68228,22.1,25.9,0,SSW,54
28/1/20,NSW,Bellambi AWS ,68228,22.1,26.7,0,SSW,44
29/1/20,NSW,Bellambi AWS ,68228,21.8,26,0,SSW,39
30/1/20,NSW,Bellambi AWS ,68228,19.1,26.3,0,NE,50
31/1/20,NSW,Bellambi AWS ,68228,23.1,26.9,0,NE,43
1/2/20,NSW,Bellambi AWS ,68228,22.9,27.8,0,NE,35
2/2/20,NSW,Bellambi AWS ,68228,22.2,25.4,0,S,54
3/2/20,NSW,Bellambi AWS ,68228,20.9,26,14.6,S,70
4/2/20,NSW,Bellambi AWS ,68228,15.5,21.9,0,S,65
5/2/20,NSW,Bellambi AWS ,68228,17.7,24.2,0,ENE,33
6/2/20,NSW,Bellambi AWS ,68228,19.4,24.5,2.2,NE,39
7/2/20,NSW,Bellambi AWS ,68228,19.2,21.7,23.4,ENE,46
8/2/20,NSW,Bellambi AWS ,68228,18.6,22.4,66.8,ESE,61
9/2/20,NSW,Bellambi AWS ,68228,18.5,21.8,93.6,E,89
10/2/20,NSW,Bellambi AWS ,68228,18.7,24.1,137.4,E,56
11/2/20,NSW,Bellambi AWS ,68228,20.4,24.8,0,NNE,33
12/2/20,NSW,Bellambi AWS ,68228,21.6,23.8,0.2,SSE,30
13/2/20,NSW,Bellambi AWS ,68228,21.3,25.4,10.8,ESE,26
14/2/20,NSW,Bellambi AWS ,68228,21.3,24.9,0,S,24
15/2/20,NSW,Bellambi AWS ,68228,17.5,24.2,0,SSW,24
16/2/20,NSW,Bellambi AWS ,68228,18.8,24.3,1.6,S,43
17/2/20,NSW,Bellambi AWS ,68228,19.4,23.3,31.4,SE,26
18/2/20,NSW,Bellambi AWS ,68228,20,26,4.2,SW,70
19/2/20,NSW,Bellambi AWS ,68228,19.8,26.7,8.6,W,54
20/2/20,NSW,Bellambi AWS ,68228,16.2,22.1,0,S,33
21/2/20,NSW,Bellambi AWS ,68228,17.9,23.4,0.4,SE,39
22/2/20,NSW,Bellambi AWS ,68228,16.9,23.3,3.8,SSW,37
23/2/20,NSW,Bellambi AWS ,68228,18.9,24.6,0.6,NE,35
24/2/20,NSW,Bellambi AWS ,68228,20.5,26.8,0,NE,43
25/2/20,NSW,Bellambi AWS ,68228,19.4,27.2,0,NE,44
26/2/20,NSW,Bellambi AWS ,68228,22.4,32.3,0,S,85
27/2/20,NSW,Bellambi AWS ,68228,17.7,23.4,0,NE,44
28/2/20,NSW,Bellambi AWS ,68228,15.9,23.3,0,SE,37
29/2/20,NSW,Bellambi AWS ,68228,18.6,24.8,0,NE,37
1/3/20,NSW,Bellambi AWS ,68228,20.7,27.6,0,NE,44
2/3/20,NSW,Bellambi AWS ,68228,20.8,31.6,0,S,74
3/3/20,NSW,Bellambi AWS ,68228,17.5,20.1,0,SSE,31
4/3/20,NSW,Bellambi AWS ,68228,16.9,22.1,10.6,NNE,43
5/3/20,NSW,Bellambi AWS ,68228,19.3,24.3,3.6,NNE,50
6/3/20,NSW,Bellambi AWS ,68228,20.2,24.9,12.6,S,46
7/3/20,NSW,Bellambi AWS ,68228,17.2,22.3,0,S,48
8/3/20,NSW,Bellambi AWS ,68228,15.9,21.3,25.2,SSE,41
9/3/20,NSW,Bellambi AWS ,68228,15.5,20.7,0,S,44
10/3/20,NSW,Bellambi AWS ,68228,,22.3,0.2,,
11/3/20,NSW,Bellambi AWS ,68228,14.6,23.4,0,E,30
12/3/20,NSW,Bellambi AWS ,68228,17.2,23.8,0,WNW,52
13/3/20,NSW,Bellambi AWS ,68228,16.7,24.3,2.8,NE,44
14/3/20,NSW,Bellambi AWS ,68228,14.8,18.1,0.4,SSW,74
15/3/20,NSW,Bellambi AWS ,68228,11.8,19.8,8.8,S,54
16/3/20,NSW,Bellambi AWS ,68228,15.5,20.6,12.6,SSW,50
17/3/20,NSW,Bellambi AWS ,68228,15.4,21.7,46.8,SSE,31
18/3/20,NSW,Bellambi AWS ,68228,15.5,24.6,1.2,NE,44
19/3/20,NSW,Bellambi AWS ,68228,18.2,26.3,0,NNW,30
20/3/20,NSW,Bellambi AWS ,68228,20.2,35.1,0,S,63
21/3/20,NSW,Bellambi AWS ,68228,16.8,22.7,0,S,37
22/3/20,NSW,Bellambi AWS ,68228,18.7,25.2,0,SSW,54
23/3/20,NSW,Bellambi AWS ,68228,16.7,21.1,0.6,S,57
24/3/20,NSW,Bellambi AWS ,68228,15.6,22.3,0,NE,43
25/3/20,NSW,Bellambi AWS ,68228,18.4,22.6,0.2,NNE,48
26/3/20,NSW,Bellambi AWS ,68228,15.8,20.8,8.6,S,59
27/3/20,NSW,Bellambi AWS ,68228,16.8,22.4,14,ESE,44
28/3/20,NSW,Bellambi AWS ,68228,14.7,23.2,0,NE,39
29/3/20,NSW,Bellambi AWS ,68228,17.5,23.4,15.6,NE,43
30/3/20,NSW,Bellambi AWS ,68228,19.6,26.4,0.2,NW,44
31/3/20,NSW,Bellambi AWS ,68228,18,23.5,0,SSE,24
1/4/20,NSW,Bellambi AWS ,68228,20.1,23.4,0.6,NW,33
2/4/20,NSW,Bellambi AWS ,68228,19.1,24,14.6,N,39
3/4/20,NSW,Bellambi AWS ,68228,17.5,25.2,3.6,N,39
4/4/20,NSW,Bellambi AWS ,68228,20,25.1,2.8,NW,83
5/4/20,NSW,Bellambi AWS ,68228,14,23.6,0,NW,50
6/4/20,NSW,Bellambi AWS ,68228,15.2,23.6,0,SSE,39
7/4/20,NSW,Bellambi AWS ,68228,14.8,20.4,0,S,28
8/4/20,NSW,Bellambi AWS ,68228,14.8,20.1,0.2,S,31
9/4/20,NSW,Bellambi AWS ,68228,16.1,21.3,0,S,33
10/4/20,NSW,Bellambi AWS ,68228,16.4,23,0,W,54
11/4/20,NSW,Bellambi AWS ,68228,15,25.7,4.6,W,76
12/4/20,NSW,Bellambi AWS ,68228,11.7,20.1,0,SSW,43
13/4/20,NSW,Bellambi AWS ,68228,11.8,20.9,0,NNE,24
14/4/20,NSW,Bellambi AWS ,68228,13.8,22.9,0,NE,24
15/4/20,NSW,Bellambi AWS ,68228,14.8,24.5,0,NE,30
16/4/20,NSW,Bellambi AWS ,68228,18.3,24.8,0,N,39
17/4/20,NSW,Bellambi AWS ,68228,16.3,25.9,0,W,52
18/4/20,NSW,Bellambi AWS ,68228,14.3,22.1,0,WSW,39
19/4/20,NSW,Bellambi AWS ,68228,13.2,20.6,0,SSE,24
20/4/20,NSW,Bellambi AWS ,68228,14.9,20.7,0,NNW,30
21/4/20,NSW,Bellambi AWS ,68228,13.5,22.6,0,SSW,30
22/4/20,NSW,Bellambi AWS ,68228,15.1,24.8,0,SW,33
23/4/20,NSW,Bellambi AWS ,68228,15.4,24.2,0,NE,33
24/4/20,NSW,Bellambi AWS ,68228,18.2,26.3,0,W,33
25/4/20,NSW,Bellambi AWS ,68228,16.6,26.2,0,NE,35
26/4/20,NSW,Bellambi AWS ,68228,16.2,24.7,0,WNW,54
27/4/20,NSW,Bellambi AWS ,68228,14.2,21.2,0,N,28
28/4/20,NSW,Bellambi AWS ,68228,18.1,22.1,0,NE,43
29/4/20,NSW,Bellambi AWS ,68228,18.8,24.7,0,NNW,50
30/4/20,NSW,Bellambi AWS ,68228,16.9,17.3,7.4,WSW,59
1/5/20,NSW,Bellambi AWS ,68228,9.6,16.7,13.4,NW,72
2/5/20,NSW,Bellambi AWS ,68228,12.2,16.9,0,W,85
3/5/20,NSW,Bellambi AWS ,68228,11.8,18.5,0,WNW,69
4/5/20,NSW,Bellambi AWS ,68228,10.6,17.7,0,S,43
5/5/20,NSW,Bellambi AWS ,68228,13.4,18.8,0,SSW,33
6/5/20,NSW,Bellambi AWS ,68228,13.3,22.5,0,NNW,31
7/5/20,NSW,Bellambi AWS ,68228,13.9,21.8,0,NNW,30
8/5/20,NSW,Bellambi AWS ,68228,16.7,25.4,0,NW,39
9/5/20,NSW,Bellambi AWS ,68228,17.4,25.5,0,NW,54
10/5/20,NSW,Bellambi AWS ,68228,10.3,17.4,0,NW,52
11/5/20,NSW,Bellambi AWS ,68228,9.9,17.9,0,SW,28
12/5/20,NSW,Bellambi AWS ,68228,9.7,20,0,NNE,31
13/5/20,NSW,Bellambi AWS ,68228,12,19.4,0,NW,24
14/5/20,NSW,Bellambi AWS ,68228,11.7,17.1,0,SSW,46
15/5/20,NSW,Bellambi AWS ,68228,11.9,17.7,0,S,50
16/5/20,NSW,Bellambi AWS ,68228,11.9,18,9,WSW,24
17/5/20,NSW,Bellambi AWS ,68228,11.5,18.3,1,W,24
18/5/20,NSW,Bellambi AWS ,68228,12.1,19,17.2,S,28
19/5/20,NSW,Bellambi AWS ,68228,14.7,21.2,0,ENE,31
20/5/20,NSW,Bellambi AWS ,68228,14.4,23.2,0,NW,59
21/5/20,NSW,Bellambi AWS ,68228,15.8,16.9,0,S,39
22/5/20,NSW,Bellambi AWS ,68228,9.8,16.9,50,SW,63
23/5/20,NSW,Bellambi AWS ,68228,11.4,17.4,2.2,SW,59
24/5/20,NSW,Bellambi AWS ,68228,14.1,17.6,0,SSW,81
25/5/20,NSW,Bellambi AWS ,68228,12.9,16.9,0,SW,67
26/5/20,NSW,Bellambi AWS ,68228,12.7,18.3,6,SSW,52
27/5/20,NSW,Bellambi AWS ,68228,11.3,18.5,0.6,SW,26
28/5/20,NSW,Bellambi AWS ,68228,13,20.5,0,S,31
29/5/20,NSW,Bellambi AWS ,68228,13.4,18.7,0,SSE,28
30/5/20,NSW,Bellambi AWS ,68228,12.9,20.1,0,NE,41
31/5/20,NSW,Bellambi AWS ,68228,13.8,20.1,0,NNW,37
1/6/20,NSW,Bellambi AWS ,68228,13,22.6,0,WNW,74
2/6/20,NSW,Bellambi AWS ,68228,8.2,17.1,1.4,WNW,69
3/6/20,NSW,Bellambi AWS ,68228,10.5,17.5,0,SSW,54
4/6/20,NSW,Bellambi AWS ,68228,10.3,16.1,0,SW,33
5/6/20,NSW,Bellambi AWS ,68228,8.2,17.7,0,W,17
6/6/20,NSW,Bellambi AWS ,68228,7.6,17.4,0,NNE,19
7/6/20,NSW,Bellambi AWS ,68228,9.7,16.3,0,SSE,44
8/6/20,NSW,Bellambi AWS ,68228,10.2,16.7,2,S,46
9/6/20,NSW,Bellambi AWS ,68228,11.8,17.2,6.6,SW,30
10/6/20,NSW,Bellambi AWS ,68228,12.1,16.4,1,NNE,31
11/6/20,NSW,Bellambi AWS ,68228,12.8,19,1.4,S,46
12/6/20,NSW,Bellambi AWS ,68228,12.5,17.1,0.2,S,31
13/6/20,NSW,Bellambi AWS ,68228,12.3,20.1,0.2,N,33
14/6/20,NSW,Bellambi AWS ,68228,15.3,19.9,0,WNW,48
15/6/20,NSW,Bellambi AWS ,68228,12.2,20,0.6,WSW,50
16/6/20,NSW,Bellambi AWS ,68228,14.1,20.9,0.2,WNW,43
17/6/20,NSW,Bellambi AWS ,68228,13.4,15.4,0,SSW,48
18/6/20,NSW,Bellambi AWS ,68228,11.8,17.2,0.2,SW,20
19/6/20,NSW,Bellambi AWS ,68228,11.4,18.8,0,N,39
20/6/20,NSW,Bellambi AWS ,68228,10.9,20.4,0,NNW,44
21/6/20,NSW,Bellambi AWS ,68228,12,17.8,5.6,NNW,35
22/6/20,NSW,Bellambi AWS ,68228,8.5,15.4,0.2,WNW,46
23/6/20,NSW,Bellambi AWS ,68228,9.9,15.8,0,W,50
24/6/20,NSW,Bellambi AWS ,68228,10.9,18,0,S,50
25/6/20,NSW,Bellambi AWS ,68228,10.6,18.6,0,WNW,35
1/6/20,VIC,Melbourne (Olympic Park) ,86338,9.3,11.2,5,SW,48
2/6/20,VIC,Melbourne (Olympic Park) ,86338,8.4,15.6,11.6,SSW,39
3/6/20,VIC,Melbourne (Olympic Park) ,86338,10.5,14.1,0.6,S,37
4/6/20,VIC,Melbourne (Olympic Park) ,86338,9.3,13.8,0,SSW,20
5/6/20,VIC,Melbourne (Olympic Park) ,86338,4.1,14.6,0,SSW,17
6/6/20,VIC,Melbourne (Olympic Park) ,86338,6,13.3,0,SSE,19
7/6/20,VIC,Melbourne (Olympic Park) ,86338,7.9,11.8,0,S,19
8/6/20,VIC,Melbourne (Olympic Park) ,86338,4.5,12.6,0,SE,15
9/6/20,VIC,Melbourne (Olympic Park) ,86338,2,15.3,0.2,NNW,24
10/6/20,VIC,Melbourne (Olympic Park) ,86338,3.9,16.7,0,NNW,28
11/6/20,VIC,Melbourne (Olympic Park) ,86338,4.5,16.9,0,NNE,17
12/6/20,VIC,Melbourne (Olympic Park) ,86338,4.2,15.3,0,N,33
13/6/20,VIC,Melbourne (Olympic Park) ,86338,5.7,16.4,0,N,37
14/6/20,VIC,Melbourne (Olympic Park) ,86338,10.4,15.2,5.8,NNW,43
15/6/20,VIC,Melbourne (Olympic Park) ,86338,11.6,18.4,0,N,46
16/6/20,VIC,Melbourne (Olympic Park) ,86338,13,17.9,0,NNW,37
17/6/20,VIC,Melbourne (Olympic Park) ,86338,10.2,14.6,0.4,SW,24
18/6/20,VIC,Melbourne (Olympic Park) ,86338,4.6,16.9,0,N,35
19/6/20,VIC,Melbourne (Olympic Park) ,86338,6.4,17.8,0,N,46
20/6/20,VIC,Melbourne (Olympic Park) ,86338,12.8,16.9,1.4,N,33
21/6/20,VIC,Melbourne (Olympic Park) ,86338,6.9,12,0,NE,17
22/6/20,VIC,Melbourne (Olympic Park) ,86338,8.1,13,0,WSW,26
23/6/20,VIC,Melbourne (Olympic Park) ,86338,9,14.4,2.2,SSW,24
24/6/20,VIC,Melbourne (Olympic Park) ,86338,10.1,14.9,0.4,SSW,17
25/6/20,VIC,Melbourne (Olympic Park) ,86338,10.2,,0,,
1/5/20,VIC,Melbourne (Olympic Park) ,86338,7.6,13,8,NW,46
2/5/20,VIC,Melbourne (Olympic Park) ,86338,8.3,14.2,1.4,WNW,44
3/5/20,VIC,Melbourne (Olympic Park) ,86338,9.8,15,1.8,SSW,30
4/5/20,VIC,Melbourne (Olympic Park) ,86338,9.4,14.8,0.2,WSW,19
5/5/20,VIC,Melbourne (Olympic Park) ,86338,8,19.5,0.4,N,31
6/5/20,VIC,Melbourne (Olympic Park) ,86338,10.2,20.1,0,N,48
7/5/20,VIC,Melbourne (Olympic Park) ,86338,15.1,21.1,0,NNW,59
8/5/20,VIC,Melbourne (Olympic Park) ,86338,12.6,19.6,0,NNW,41
9/5/20,VIC,Melbourne (Olympic Park) ,86338,12.6,14,0.6,SW,39
10/5/20,VIC,Melbourne (Olympic Park) ,86338,7.2,14.5,7,NW,28
11/5/20,VIC,Melbourne (Olympic Park) ,86338,7.8,17.1,0.6,NNW,22
12/5/20,VIC,Melbourne (Olympic Park) ,86338,10.3,14.8,0.2,N,41
13/5/20,VIC,Melbourne (Olympic Park) ,86338,10.4,14.5,1.4,SSW,30
14/5/20,VIC,Melbourne (Olympic Park) ,86338,6.6,14.7,2.8,SSW,20
15/5/20,VIC,Melbourne (Olympic Park) ,86338,4.5,15.3,0,SSW,19
16/5/20,VIC,Melbourne (Olympic Park) ,86338,4.5,18,0,NNW,35
17/5/20,VIC,Melbourne (Olympic Park) ,86338,5.1,18.5,0,NNE,19
18/5/20,VIC,Melbourne (Olympic Park) ,86338,5.5,19.4,0,N,33
19/5/20,VIC,Melbourne (Olympic Park) ,86338,8.1,17.7,0,NNW,33
20/5/20,VIC,Melbourne (Olympic Park) ,86338,10.3,15.8,15.6,NNW,56
21/5/20,VIC,Melbourne (Olympic Park) ,86338,9.4,13.7,12.4,S,31
22/5/20,VIC,Melbourne (Olympic Park) ,86338,9.1,13.6,11.4,SW,24
23/5/20,VIC,Melbourne (Olympic Park) ,86338,9.4,13.5,0,SSE,33
24/5/20,VIC,Melbourne (Olympic Park) ,86338,10.9,13.8,3,S,35
25/5/20,VIC,Melbourne (Olympic Park) ,86338,5.5,16,0,ESE,31
26/5/20,VIC,Melbourne (Olympic Park) ,86338,5.4,18.5,0,N,26
27/5/20,VIC,Melbourne (Olympic Park) ,86338,5.9,17.1,0,N,39
28/5/20,VIC,Melbourne (Olympic Park) ,86338,12.1,17.6,0,N,20
29/5/20,VIC,Melbourne (Olympic Park) ,86338,7.2,17.1,0,NNW,33
30/5/20,VIC,Melbourne (Olympic Park) ,86338,8.1,17.1,0,N,56
31/5/20,VIC,Melbourne (Olympic Park) ,86338,12.4,17.8,0,N,44
1/4/20,VIC,Melbourne (Olympic Park) ,86338,11,23.1,0,SSE,20
2/4/20,VIC,Melbourne (Olympic Park) ,86338,12.4,20.7,23,NNW,30
3/4/20,VIC,Melbourne (Olympic Park) ,86338,13.7,23.2,15.8,N,46
4/4/20,VIC,Melbourne (Olympic Park) ,86338,12.8,16.6,35.2,WSW,56
5/4/20,VIC,Melbourne (Olympic Park) ,86338,9.5,16.9,4.4,,
6/4/20,VIC,Melbourne (Olympic Park) ,86338,10.7,16.5,6.2,S,24
7/4/20,VIC,Melbourne (Olympic Park) ,86338,11.9,16.4,1.4,S,24
8/4/20,VIC,Melbourne (Olympic Park) ,86338,11.7,18.6,1.2,SE,26
9/4/20,VIC,Melbourne (Olympic Park) ,86338,8.9,21.2,0,SSW,17
10/4/20,VIC,Melbourne (Olympic Park) ,86338,12.7,22,0.2,NW,31
11/4/20,VIC,Melbourne (Olympic Park) ,86338,13,15.7,2.4,WSW,59
12/4/20,VIC,Melbourne (Olympic Park) ,86338,11,15.3,2.4,W,30
13/4/20,VIC,Melbourne (Olympic Park) ,86338,12.2,18.3,0,SSW,20
14/4/20,VIC,Melbourne (Olympic Park) ,86338,12.1,23.4,0.6,N,33
15/4/20,VIC,Melbourne (Olympic Park) ,86338,15.6,23.5,0,N,50
16/4/20,VIC,Melbourne (Olympic Park) ,86338,15.4,21.5,0.2,SSW,46
17/4/20,VIC,Melbourne (Olympic Park) ,86338,11.4,18.4,0,WSW,35
18/4/20,VIC,Melbourne (Olympic Park) ,86338,12.9,16.4,0,WSW,26
19/4/20,VIC,Melbourne (Olympic Park) ,86338,11.2,19.4,0,NNW,31
20/4/20,VIC,Melbourne (Olympic Park) ,86338,12,20.8,3.4,N,59
21/4/20,VIC,Melbourne (Olympic Park) ,86338,8.5,19.6,0,NNW,41
22/4/20,VIC,Melbourne (Olympic Park) ,86338,12.8,18.2,0,SSW,22
23/4/20,VIC,Melbourne (Olympic Park) ,86338,9.6,19.7,0,N,44
24/4/20,VIC,Melbourne (Olympic Park) ,86338,15.1,22.3,0.4,N,26
25/4/20,VIC,Melbourne (Olympic Park) ,86338,10.5,21.7,0,N,43
26/4/20,VIC,Melbourne (Olympic Park) ,86338,15.4,17.7,14,SSW,31
27/4/20,VIC,Melbourne (Olympic Park) ,86338,8.1,18.1,0.6,NNW,22
28/4/20,VIC,Melbourne (Olympic Park) ,86338,7.1,18.9,0,NNW,43
29/4/20,VIC,Melbourne (Olympic Park) ,86338,11.2,19.8,3.4,N,35
30/4/20,VIC,Melbourne (Olympic Park) ,86338,8.9,15.5,23.6,WNW,44
1/3/20,VIC,Melbourne (Olympic Park) ,86338,13.2,32.1,0,N,46
2/3/20,VIC,Melbourne (Olympic Park) ,86338,14.2,18.4,3,SSW,44
3/3/20,VIC,Melbourne (Olympic Park) ,86338,14.7,19.5,0,SSW,33
4/3/20,VIC,Melbourne (Olympic Park) ,86338,13.6,23.5,0,SE,19
5/3/20,VIC,Melbourne (Olympic Park) ,86338,15.4,20.3,54.6,SSW,20
6/3/20,VIC,Melbourne (Olympic Park) ,86338,15.9,19,7,S,37
7/3/20,VIC,Melbourne (Olympic Park) ,86338,15.4,20,0.2,SSW,31
8/3/20,VIC,Melbourne (Olympic Park) ,86338,13.9,22.4,0,SSE,39
9/3/20,VIC,Melbourne (Olympic Park) ,86338,12.3,21,0,S,37
10/3/20,VIC,Melbourne (Olympic Park) ,86338,10.3,22.3,0,SSW,20
11/3/20,VIC,Melbourne (Olympic Park) ,86338,12.6,29.5,0,N,24
12/3/20,VIC,Melbourne (Olympic Park) ,86338,16.6,29.5,0,N,39
13/3/20,VIC,Melbourne (Olympic Park) ,86338,19.1,26.8,0,SSW,54
14/3/20,VIC,Melbourne (Olympic Park) ,86338,13.1,17.9,0.6,SE,43
15/3/20,VIC,Melbourne (Olympic Park) ,86338,12.7,18.8,0,SSE,31
16/3/20,VIC,Melbourne (Olympic Park) ,86338,9.3,26.5,0,NNE,22
17/3/20,VIC,Melbourne (Olympic Park) ,86338,11.6,28.2,0,N,43
18/3/20,VIC,Melbourne (Olympic Park) ,86338,17.7,28.3,0,N,43
19/3/20,VIC,Melbourne (Olympic Park) ,86338,18.7,30.4,0,N,39
20/3/20,VIC,Melbourne (Olympic Park) ,86338,16.1,22.7,0,W,44
21/3/20,VIC,Melbourne (Olympic Park) ,86338,14.6,18.4,0,SSW,24
22/3/20,VIC,Melbourne (Olympic Park) ,86338,12.1,18.3,0,SSW,39
23/3/20,VIC,Melbourne (Olympic Park) ,86338,12.7,17.1,0.4,S,31
24/3/20,VIC,Melbourne (Olympic Park) ,86338,8.5,17.9,0,S,31
25/3/20,VIC,Melbourne (Olympic Park) ,86338,10.8,17.5,0,S,30
26/3/20,VIC,Melbourne (Olympic Park) ,86338,13.7,19.8,0,WSW,30
27/3/20,VIC,Melbourne (Olympic Park) ,86338,13.6,27.6,0,NNW,30
28/3/20,VIC,Melbourne (Olympic Park) ,86338,14.8,27.5,0,NNE,41
29/3/20,VIC,Melbourne (Olympic Park) ,86338,16.5,26.4,0,NNW,48
30/3/20,VIC,Melbourne (Olympic Park) ,86338,15.9,21.7,5.2,W,26
31/3/20,VIC,Melbourne (Olympic Park) ,86338,12.2,21.4,0,SSW,22
1/2/20,VIC,Melbourne (Olympic Park) ,86338,23.5,29.3,0.8,SSW,28
2/2/20,VIC,Melbourne (Olympic Park) ,86338,14.2,25.1,14.8,NNW,31
3/2/20,VIC,Melbourne (Olympic Park) ,86338,13.2,17.7,0,S,46
4/2/20,VIC,Melbourne (Olympic Park) ,86338,11.3,19.7,0,S,43
5/2/20,VIC,Melbourne (Olympic Park) ,86338,10.8,20.1,0,S,35
6/2/20,VIC,Melbourne (Olympic Park) ,86338,13.7,25.5,0,SSW,30
7/2/20,VIC,Melbourne (Olympic Park) ,86338,16.5,23.2,0,S,30
8/2/20,VIC,Melbourne (Olympic Park) ,86338,17.4,29.4,0,ESE,50
9/2/20,VIC,Melbourne (Olympic Park) ,86338,19.6,28.2,0,SE,48
10/2/20,VIC,Melbourne (Olympic Park) ,86338,18.5,27.7,0.6,ESE,31
11/2/20,VIC,Melbourne (Olympic Park) ,86338,19.5,25.9,0,SSW,30
12/2/20,VIC,Melbourne (Olympic Park) ,86338,19.1,27.7,0,SSE,39
13/2/20,VIC,Melbourne (Olympic Park) ,86338,19.4,31.7,0,SSE,35
