Date,State,Station,Station No.,Min Temp(°C),Max Temp(°C),Rain(mm),Max Wind Dir,Max Wind Spd(km/h)
11/8/19,QLD,Townsville Aero ,32040,16.2,26.3,0,S,44
12/8/19,QLD,Townsville Aero ,32040,8.2,24.8,0,ENE,37
13/8/19,QLD,Townsville Aero ,32040,8.9,24.5,0,ENE,39
14/8/19,QLD,Townsville Aero ,32040,10.7,25.7,0,ENE,35
15/8/19,QLD,Townsville Aero ,32040,13.4,27.9,0,ENE,43
16/8/19,QLD,Townsville Aero ,32040,19.5,26.7,0,ENE,41
17/8/19,QLD,Townsville Aero ,32040,13.3,26.3,0,NE,31
18/8/19,QLD,Townsville Aero ,32040,14,27.7,0,NE,31
19/8/19,QLD,Townsville Aero ,32040,12.7,27.2,0,ENE,30
20/8/19,QLD,Townsville Aero ,32040,12.9,27.5,0,ENE,44
21/8/19,QLD,Townsville Aero ,32040,12,26.3,0,ENE,37
22/8/19,QLD,Townsville Aero ,32040,10.7,27.7,0,ENE,39
23/8/19,QLD,Townsville Aero ,32040,7.8,26.8,0,ENE,48
24/8/19,QLD,Townsville Aero ,32040,11.5,27.2,0,E,43
25/8/19,QLD,Townsville Aero ,32040,17.1,26.5,0.4,ENE,39
26/8/19,QLD,Townsville Aero ,32040,14.3,27.8,0,E,33
27/8/19,QLD,Townsville Aero ,32040,14.3,26.2,0,NE,37
28/8/19,QLD,Townsville Aero ,32040,14.1,26.5,0,NE,33
29/8/19,QLD,Townsville Aero ,32040,17.5,28.4,0,NE,37
30/8/19,QLD,Townsville Aero ,32040,17.5,26.8,0,ENE,39
31/8/19,QLD,Townsville Aero ,32040,15.6,27.1,0,ENE,35
1/7/19,QLD,Townsville Aero ,32040,13.2,26.5,0,E,48
2/7/19,QLD,Townsville Aero ,32040,17.4,26.3,0,NE,31
3/7/19,QLD,Townsville Aero ,32040,11.8,26.7,0,NE,37
4/7/19,QLD,Townsville Aero ,32040,16.3,24.9,0,SSE,33
5/7/19,QLD,Townsville Aero ,32040,18.1,23.5,3.4,SE,31
6/7/19,QLD,Townsville Aero ,32040,18.9,25.8,0.6,SE,28
7/7/19,QLD,Townsville Aero ,32040,19.6,26.3,0,ESE,33
8/7/19,QLD,Townsville Aero ,32040,20.1,25.1,1.6,ESE,37
9/7/19,QLD,Townsville Aero ,32040,17.3,26.4,0.8,ENE,37
10/7/19,QLD,Townsville Aero ,32040,19.8,26.4,0,NE,30
11/7/19,QLD,Townsville Aero ,32040,19.5,26.4,3.8,SW,31
12/7/19,QLD,Townsville Aero ,32040,15,26.1,4,NE,33
13/7/19,QLD,Townsville Aero ,32040,13,27.9,0,SSE,41
14/7/19,QLD,Townsville Aero ,32040,12.5,25.8,0,ENE,35
15/7/19,QLD,Townsville Aero ,32040,11.8,23.4,0,S,39
16/7/19,QLD,Townsville Aero ,32040,7.5,23.3,0,NE,31
17/7/19,QLD,Townsville Aero ,32040,8,23.4,0,ENE,35
18/7/19,QLD,Townsville Aero ,32040,7.6,25.2,0,ENE,37
19/7/19,QLD,Townsville Aero ,32040,7.9,24.2,0,ENE,33
20/7/19,QLD,Townsville Aero ,32040,8.6,24.7,0,NE,31
21/7/19,QLD,Townsville Aero ,32040,10.9,26.4,0,ENE,35
22/7/19,QLD,Townsville Aero ,32040,12.7,27.3,0,NE,35
23/7/19,QLD,Townsville Aero ,32040,19.5,27.5,0,ENE,39
24/7/19,QLD,Townsville Aero ,32040,13,27.2,0,ENE,43
25/7/19,QLD,Townsville Aero ,32040,9.9,26.5,0,ENE,48
26/7/19,QLD,Townsville Aero ,32040,11.6,26.3,0,E,35
27/7/19,QLD,Townsville Aero ,32040,13.2,26.5,0,NE,35
28/7/19,QLD,Townsville Aero ,32040,14.2,27.4,0,ENE,44
29/7/19,QLD,Townsville Aero ,32040,13.1,26.3,0,ENE,37
30/7/19,QLD,Townsville Aero ,32040,12.7,26.5,0,ENE,37
31/7/19,QLD,Townsville Aero ,32040,13.4,26.8,0,NE,35
1/6/19,QLD,Townsville Aero ,32040,16.9,23.5,9.6,SW,33
2/6/19,QLD,Townsville Aero ,32040,16.5,24.6,0,SSW,35
3/6/19,QLD,Townsville Aero ,32040,18.3,26.6,0.2,SSW,37
4/6/19,QLD,Townsville Aero ,32040,15.4,23.6,0,S,48
5/6/19,QLD,Townsville Aero ,32040,14.7,21,0,SSW,37
6/6/19,QLD,Townsville Aero ,32040,13.3,22.4,0,S,33
7/6/19,QLD,Townsville Aero ,32040,16.3,24.6,0.8,ESE,52
8/6/19,QLD,Townsville Aero ,32040,18.7,27,2.6,E,43
9/6/19,QLD,Townsville Aero ,32040,19.1,27.1,0,ENE,39
10/6/19,QLD,Townsville Aero ,32040,17.6,27.2,0,E,33
11/6/19,QLD,Townsville Aero ,32040,18.2,27.3,0,ENE,35
12/6/19,QLD,Townsville Aero ,32040,17.9,27.6,0,E,39
13/6/19,QLD,Townsville Aero ,32040,16.4,26.6,0,ENE,37
14/6/19,QLD,Townsville Aero ,32040,18.9,27.6,0,NE,33
15/6/19,QLD,Townsville Aero ,32040,16.2,27.2,0,ENE,31
16/6/19,QLD,Townsville Aero ,32040,18.7,27.8,0,ENE,33
17/6/19,QLD,Townsville Aero ,32040,16.8,29.1,0,SW,30
18/6/19,QLD,Townsville Aero ,32040,14,26.2,0,NE,30
19/6/19,QLD,Townsville Aero ,32040,14.6,24.9,0,ENE,31
20/6/19,QLD,Townsville Aero ,32040,10.4,24.7,0,ENE,26
21/6/19,QLD,Townsville Aero ,32040,8.8,26.2,0,SSW,37
22/6/19,QLD,Townsville Aero ,32040,11.5,24.4,0,NNE,33
23/6/19,QLD,Townsville Aero ,32040,8,25.3,0,NNE,28
24/6/19,QLD,Townsville Aero ,32040,8.7,26.6,0,SSW,28
25/6/19,QLD,Townsville Aero ,32040,14.3,26.1,0,ENE,35
26/6/19,QLD,Townsville Aero ,32040,12.6,,0,,
27/6/19,QLD,Townsville Aero ,32040,17.1,25.5,0,NE,28
28/6/19,QLD,Townsville Aero ,32040,17.9,26.1,1,ESE,59
29/6/19,QLD,Townsville Aero ,32040,19.6,26.6,0,ESE,39
30/6/19,QLD,Townsville Aero ,32040,12.3,27.8,0,ENE,37
1/5/19,QLD,Townsville Aero ,32040,21.1,29.7,0.4,E,48
2/5/19,QLD,Townsville Aero ,32040,23,30.3,1.2,ESE,43
3/5/19,QLD,Townsville Aero ,32040,22.8,29.5,5.6,SE,44
4/5/19,QLD,Townsville Aero ,32040,20.6,29,0,NE,28
5/5/19,QLD,Townsville Aero ,32040,21.8,29.5,0,SSW,33
6/5/19,QLD,Townsville Aero ,32040,16,27.5,0,NE,33
7/5/19,QLD,Townsville Aero ,32040,15,27.7,0,ENE,31
8/5/19,QLD,Townsville Aero ,32040,14.9,29.2,0,NE,37
9/5/19,QLD,Townsville Aero ,32040,19.6,26.6,0,NNE,28
10/5/19,QLD,Townsville Aero ,32040,22.4,30.6,0.4,SSE,41
11/5/19,QLD,Townsville Aero ,32040,20.9,28.3,0,SSW,56
12/5/19,QLD,Townsville Aero ,32040,14.5,26.5,0,SSW,33
13/5/19,QLD,Townsville Aero ,32040,14.8,29.9,0,ENE,41
14/5/19,QLD,Townsville Aero ,32040,22.3,27.3,0,SE,35
15/5/19,QLD,Townsville Aero ,32040,22.4,27.4,0.2,SE,50
16/5/19,QLD,Townsville Aero ,32040,21.7,28.9,0,ESE,46
17/5/19,QLD,Townsville Aero ,32040,19.8,28.8,0,ESE,43
18/5/19,QLD,Townsville Aero ,32040,19,28.9,0,ESE,46
19/5/19,QLD,Townsville Aero ,32040,19.9,29,0,ESE,50
20/5/19,QLD,Townsville Aero ,32040,18.2,28.1,0,SE,52
21/5/19,QLD,Townsville Aero ,32040,17.2,28.9,0,ESE,48
22/5/19,QLD,Townsville Aero ,32040,19.4,29.2,0,E,44
23/5/19,QLD,Townsville Aero ,32040,22,29.3,0,SE,41
24/5/19,QLD,Townsville Aero ,32040,17.5,28.9,0,ENE,44
25/5/19,QLD,Townsville Aero ,32040,20.6,26.5,0.2,ESE,43
26/5/19,QLD,Townsville Aero ,32040,21.2,29.4,0,ENE,48
27/5/19,QLD,Townsville Aero ,32040,19.9,27.1,2.2,NE,41
28/5/19,QLD,Townsville Aero ,32040,17.9,29.5,0,NE,26
29/5/19,QLD,Townsville Aero ,32040,18.8,28.1,0,ENE,28
30/5/19,QLD,Townsville Aero ,32040,18.1,25.2,8.2,WSW,17
31/5/19,QLD,Townsville Aero ,32040,19.3,24.6,1.8,,
1/6/20,QLD,Gold Coast Seaway ,40764,13.8,23.8,0.2,NW,33
2/6/20,QLD,Gold Coast Seaway ,40764,15.5,20.5,0.2,WNW,48
3/6/20,QLD,Gold Coast Seaway ,40764,9.9,20.4,0,SSE,41
4/6/20,QLD,Gold Coast Seaway ,40764,13.4,21.2,0,S,48
5/6/20,QLD,Gold Coast Seaway ,40764,14.5,22.8,0,SSE,43
6/6/20,QLD,Gold Coast Seaway ,40764,12.8,22.1,0,ESE,28
7/6/20,QLD,Gold Coast Seaway ,40764,15,21.7,0.6,ESE,31
8/6/20,QLD,Gold Coast Seaway ,40764,13.6,21.7,0.2,SSE,54
9/6/20,QLD,Gold Coast Seaway ,40764,13.5,22.4,0,SSE,54
10/6/20,QLD,Gold Coast Seaway ,40764,17.1,21.1,4,E,48
11/6/20,QLD,Gold Coast Seaway ,40764,15.6,22.9,24.4,SSE,37
12/6/20,QLD,Gold Coast Seaway ,40764,15.1,23.4,0,SSE,39
13/6/20,QLD,Gold Coast Seaway ,40764,14.3,22.7,0,SSE,26
14/6/20,QLD,Gold Coast Seaway ,40764,18.9,22.8,2,N,39
15/6/20,QLD,Gold Coast Seaway ,40764,15.9,24,7.8,SSE,37
16/6/20,QLD,Gold Coast Seaway ,40764,17.3,23.3,0,SSE,41
17/6/20,QLD,Gold Coast Seaway ,40764,14.5,22.8,0,SSE,48
18/6/20,QLD,Gold Coast Seaway ,40764,17.3,22,0.2,SE,65
19/6/20,QLD,Gold Coast Seaway ,40764,14.1,19.1,9.4,SE,46
20/6/20,QLD,Gold Coast Seaway ,40764,14.5,20.9,1.2,SSE,33
21/6/20,QLD,Gold Coast Seaway ,40764,13.7,22.7,0,N,31
22/6/20,QLD,Gold Coast Seaway ,40764,14,20.9,4,W,46
23/6/20,QLD,Gold Coast Seaway ,40764,9.6,,0,,
24/6/20,QLD,Gold Coast Seaway ,40764,,,,,
25/6/20,QLD,Gold Coast Seaway ,40764,,,,,
26/6/20,QLD,Gold Coast Seaway ,40764,,,,,
1/5/20,QLD,Gold Coast Seaway ,40764,16.5,23.7,0.2,WNW,50
2/5/20,QLD,Gold Coast Seaway ,40764,14.6,23.3,0,W,50
3/5/20,QLD,Gold Coast Seaway ,40764,12.4,24.1,0,W,50
4/5/20,QLD,Gold Coast Seaway ,40764,12.5,24.7,0,SE,54
5/5/20,QLD,Gold Coast Seaway ,40764,15.7,23.6,0,S,61
6/5/20,QLD,Gold Coast Seaway ,40764,15.7,24.5,2.8,S,48
7/5/20,QLD,Gold Coast Seaway ,40764,16.3,25.1,0,SSE,33
8/5/20,QLD,Gold Coast Seaway ,40764,16.2,25.8,0.4,NNE,26
9/5/20,QLD,Gold Coast Seaway ,40764,15.8,26.9,0,N,31
10/5/20,QLD,Gold Coast Seaway ,40764,15.5,25,0,S,48
11/5/20,QLD,Gold Coast Seaway ,40764,16,23.3,0,S,56
12/5/20,QLD,Gold Coast Seaway ,40764,14.9,23.4,0,SSE,44
13/5/20,QLD,Gold Coast Seaway ,40764,14.8,23.7,0,SSE,28
14/5/20,QLD,Gold Coast Seaway ,40764,15.8,24.1,0,SE,39
15/5/20,QLD,Gold Coast Seaway ,40764,14.8,24.6,0.4,SSE,43
16/5/20,QLD,Gold Coast Seaway ,40764,16.7,24.5,0,SSE,57
17/5/20,QLD,Gold Coast Seaway ,40764,16.3,24.3,5.2,S,52
18/5/20,QLD,Gold Coast Seaway ,40764,16.5,24,3.8,SE,56
19/5/20,QLD,Gold Coast Seaway ,40764,16.5,24.5,0.6,SE,48
20/5/20,QLD,Gold Coast Seaway ,40764,16.5,21.1,9,N,33
21/5/20,QLD,Gold Coast Seaway ,40764,16.8,21.5,1.2,NW,35
22/5/20,QLD,Gold Coast Seaway ,40764,14.8,19.3,0.8,WNW,39
23/5/20,QLD,Gold Coast Seaway ,40764,12.3,16.6,0,NW,33
24/5/20,QLD,Gold Coast Seaway ,40764,10.9,22,0,W,31
25/5/20,QLD,Gold Coast Seaway ,40764,13.8,22.6,0.2,W,26
26/5/20,QLD,Gold Coast Seaway ,40764,11.4,23.5,0,N,28
27/5/20,QLD,Gold Coast Seaway ,40764,14.9,22.9,0,SE,24
28/5/20,QLD,Gold Coast Seaway ,40764,16.8,23.5,0,SSE,28
29/5/20,QLD,Gold Coast Seaway ,40764,17,24.5,0,SSE,50
30/5/20,QLD,Gold Coast Seaway ,40764,16.1,24.2,0,S,41
31/5/20,QLD,Gold Coast Seaway ,40764,15.3,21.3,0.6,ENE,30
1/4/20,QLD,Gold Coast Seaway ,40764,20.5,28.9,0,SE,41
2/4/20,QLD,Gold Coast Seaway ,40764,20.5,28.4,0,ESE,33
3/4/20,QLD,Gold Coast Seaway ,40764,21,29.9,0,N,37
4/4/20,QLD,Gold Coast Seaway ,40764,23.5,30.1,0.2,NW,44
5/4/20,QLD,Gold Coast Seaway ,40764,18.9,27.8,0.2,SE,39
6/4/20,QLD,Gold Coast Seaway ,40764,18.1,26.8,0,SE,35
7/4/20,QLD,Gold Coast Seaway ,40764,19.2,28.4,0,SSE,54
8/4/20,QLD,Gold Coast Seaway ,40764,19.5,27.3,0.6,SSE,50
9/4/20,QLD,Gold Coast Seaway ,40764,20.5,26.9,0,SSE,52
10/4/20,QLD,Gold Coast Seaway ,40764,19.7,23.9,8.2,E,33
11/4/20,QLD,Gold Coast Seaway ,40764,19.9,30.7,4.4,NNE,41
12/4/20,QLD,Gold Coast Seaway ,40764,17.1,26.5,0.2,SE,57
13/4/20,QLD,Gold Coast Seaway ,40764,15.4,25.9,0,ESE,28
14/4/20,QLD,Gold Coast Seaway ,40764,17.1,27,0,SE,30
15/4/20,QLD,Gold Coast Seaway ,40764,17.8,27.1,0,ESE,30
16/4/20,QLD,Gold Coast Seaway ,40764,17.2,28.6,0,NNE,37
17/4/20,QLD,Gold Coast Seaway ,40764,19.6,32.6,0,NW,31
18/4/20,QLD,Gold Coast Seaway ,40764,21.1,25.8,0,WNW,39
19/4/20,QLD,Gold Coast Seaway ,40764,16,25.1,1.2,N,22
20/4/20,QLD,Gold Coast Seaway ,40764,13.1,25.2,0,NE,24
21/4/20,QLD,Gold Coast Seaway ,40764,16.9,26.3,0,SW,20
22/4/20,QLD,Gold Coast Seaway ,40764,18.6,27.8,0,SE,31
23/4/20,QLD,Gold Coast Seaway ,40764,17.8,26.9,0,SE,24
24/4/20,QLD,Gold Coast Seaway ,40764,17.9,28,0,NNE,30
25/4/20,QLD,Gold Coast Seaway ,40764,16.4,27.5,0,SE,28
26/4/20,QLD,Gold Coast Seaway ,40764,17.5,27.5,0,NNE,35
27/4/20,QLD,Gold Coast Seaway ,40764,15.7,26.1,0,E,33
28/4/20,QLD,Gold Coast Seaway ,40764,19.5,24.3,2.8,ESE,43
29/4/20,QLD,Gold Coast Seaway ,40764,18.6,25.9,9.2,SE,19
30/4/20,QLD,Gold Coast Seaway ,40764,18,28.6,0,WNW,52
1/3/20,QLD,Gold Coast Seaway ,40764,21.4,29.8,0,S,30
2/3/20,QLD,Gold Coast Seaway ,40764,21.9,31.6,0,N,35
3/3/20,QLD,Gold Coast Seaway ,40764,22.5,30.8,0,S,50
4/3/20,QLD,Gold Coast Seaway ,40764,25.5,29.2,0,SE,52
5/3/20,QLD,Gold Coast Seaway ,40764,24.6,31,0.4,ENE,37
6/3/20,QLD,Gold Coast Seaway ,40764,24.9,31.6,0,N,35
7/3/20,QLD,Gold Coast Seaway ,40764,24.5,31.5,0,S,69
8/3/20,QLD,Gold Coast Seaway ,40764,22.5,29,0,SSE,61
9/3/20,QLD,Gold Coast Seaway ,40764,20.8,23,5,SE,63
10/3/20,QLD,Gold Coast Seaway ,40764,18.8,24.2,52.4,SSE,63
11/3/20,QLD,Gold Coast Seaway ,40764,19.7,27.2,14,S,61
12/3/20,QLD,Gold Coast Seaway ,40764,19,24.6,1.8,SSE,69
13/3/20,QLD,Gold Coast Seaway ,40764,18.9,26.1,28.8,SE,56
14/3/20,QLD,Gold Coast Seaway ,40764,20,28.2,0.2,SSE,59
15/3/20,QLD,Gold Coast Seaway ,40764,19.7,27.9,0,S,78
16/3/20,QLD,Gold Coast Seaway ,40764,19.4,27.5,2,SSE,76
17/3/20,QLD,Gold Coast Seaway ,40764,18.9,27.1,0.6,SSE,74
18/3/20,QLD,Gold Coast Seaway ,40764,19.6,27.6,0,S,52
19/3/20,QLD,Gold Coast Seaway ,40764,17.9,27.6,0,SSE,28
20/3/20,QLD,Gold Coast Seaway ,40764,18.1,29.7,0,NNE,35
21/3/20,QLD,Gold Coast Seaway ,40764,20.6,31.3,0,SE,50
22/3/20,QLD,Gold Coast Seaway ,40764,21.3,28.9,0,N,30
23/3/20,QLD,Gold Coast Seaway ,40764,21.3,28.2,0,S,59
24/3/20,QLD,Gold Coast Seaway ,40764,20.4,25.7,5.8,SE,52
25/3/20,QLD,Gold Coast Seaway ,40764,19.6,26.6,5.8,SE,31
26/3/20,QLD,Gold Coast Seaway ,40764,19.2,28.4,0,S,52
27/3/20,QLD,Gold Coast Seaway ,40764,19.8,25.8,0,S,61
28/3/20,QLD,Gold Coast Seaway ,40764,20.2,27.7,0.6,ESE,48
29/3/20,QLD,Gold Coast Seaway ,40764,19.7,27.6,4.2,SSE,35
30/3/20,QLD,Gold Coast Seaway ,40764,19.4,27.8,0,NNE,31
31/3/20,QLD,Gold Coast Seaway ,40764,21.2,29.8,0,SE,37
1/2/20,QLD,Gold Coast Seaway ,40764,22.9,30.2,0,NNE,35
2/2/20,QLD,Gold Coast Seaway ,40764,23,31.9,0,NNE,43
3/2/20,QLD,Gold Coast Seaway ,40764,24.8,33.4,0,S,54
4/2/20,QLD,Gold Coast Seaway ,40764,21.9,25,10.8,S,61
5/2/20,QLD,Gold Coast Seaway ,40764,20.4,24.4,0.8,SE,52
6/2/20,QLD,Gold Coast Seaway ,40764,20.9,23.7,27.6,S,41
7/2/20,QLD,Gold Coast Seaway ,40764,21.1,26.8,105,NE,41
8/2/20,QLD,Gold Coast Seaway ,40764,22.5,26.9,29.4,WNW,44
9/2/20,QLD,Gold Coast Seaway ,40764,22.1,26.6,103.6,NNE,35
10/2/20,QLD,Gold Coast Seaway ,40764,21.5,28.5,23.6,N,37
11/2/20,QLD,Gold Coast Seaway ,40764,22.4,28.3,7.4,NNE,41
12/2/20,QLD,Gold Coast Seaway ,40764,23.3,25.5,30.2,E,48
13/2/20,QLD,Gold Coast Seaway ,40764,22,26.8,177.8,SE,39
14/2/20,QLD,Gold Coast Seaway ,40764,21.7,28.8,50,SE,39
15/2/20,QLD,Gold Coast Seaway ,40764,23.2,30.5,0,NNE,33
16/2/20,QLD,Gold Coast Seaway ,40764,23.4,30.3,0,ESE,30
17/2/20,QLD,Gold Coast Seaway ,40764,25.4,30.8,0,ESE,28
18/2/20,QLD,Gold Coast Seaway ,40764,23,30.3,0,E,28
19/2/20,QLD,Gold Coast Seaway ,40764,25.3,33.1,0,NNE,41
20/2/20,QLD,Gold Coast Seaway ,40764,24.8,31,0,SSE,39
21/2/20,QLD,Gold Coast Seaway ,40764,22.5,29.6,0,ESE,35
22/2/20,QLD,Gold Coast Seaway ,40764,24,28.1,0.4,SSE,52
23/2/20,QLD,Gold Coast Seaway ,40764,20.7,25.5,7.4,ESE,57
24/2/20,QLD,Gold Coast Seaway ,40764,21.4,26.1,20.2,ESE,41
25/2/20,QLD,Gold Coast Seaway ,40764,21.1,28.5,10.8,SSE,43
26/2/20,QLD,Gold Coast Seaway ,40764,21.3,29.3,22,NNE,31
27/2/20,QLD,Gold Coast Seaway ,40764,23.2,29.4,0,SE,44
28/2/20,QLD,Gold Coast Seaway ,40764,21.2,29.3,3.6,SE,37
29/2/20,QLD,Gold Coast Seaway ,40764,23.6,29.9,0,SE,39
1/1/20,QLD,Gold Coast Seaway ,40764,22.6,29.4,0,NNE,33
2/1/20,QLD,Gold Coast Seaway ,40764,21,29.8,0,NE,30
3/1/20,QLD,Gold Coast Seaway ,40764,20.8,28.6,0,ENE,28
4/1/20,QLD,Gold Coast Seaway ,40764,21,29.6,0,NNE,39
5/1/20,QLD,Gold Coast Seaway ,40764,21.1,30.3,0,NNE,39
6/1/20,QLD,Gold Coast Seaway ,40764,20.3,29.3,0,NE,26
7/1/20,QLD,Gold Coast Seaway ,40764,22.2,29,0,SE,31
8/1/20,QLD,Gold Coast Seaway ,40764,21,30.2,0,NNE,31
9/1/20,QLD,Gold Coast Seaway ,40764,20.9,29.8,0,NNE,31
10/1/20,QLD,Gold Coast Seaway ,40764,22.3,,0,,
11/1/20,QLD,Gold Coast Seaway ,40764,24.3,30.7,,NNE,39
12/1/20,QLD,Gold Coast Seaway ,40764,21,25.8,23.6,S,61
13/1/20,QLD,Gold Coast Seaway ,40764,20.9,27.3,2.6,SSE,52
14/1/20,QLD,Gold Coast Seaway ,40764,22,28.9,0,SE,50
15/1/20,QLD,Gold Coast Seaway ,40764,22,28.9,4.2,SSE,33
16/1/20,QLD,Gold Coast Seaway ,40764,23.9,29.2,0,ENE,33
17/1/20,QLD,Gold Coast Seaway ,40764,23.4,29.6,1.2,E,48
18/1/20,QLD,Gold Coast Seaway ,40764,20.6,27.5,254.8,NNE,54
19/1/20,QLD,Gold Coast Seaway ,40764,21.5,29.2,0.8,N,48
20/1/20,QLD,Gold Coast Seaway ,40764,23.3,30.8,60.6,NNE,65
21/1/20,QLD,Gold Coast Seaway ,40764,23,31,1.2,N,41
22/1/20,QLD,Gold Coast Seaway ,40764,22.3,29.6,0.2,NNE,35
23/1/20,QLD,Gold Coast Seaway ,40764,23.3,30.1,0,NNE,39
24/1/20,QLD,Gold Coast Seaway ,40764,23.2,29.9,0,NNE,35
25/1/20,QLD,Gold Coast Seaway ,40764,22.7,28.5,0,NNE,30
26/1/20,QLD,Gold Coast Seaway ,40764,20.8,28.7,0,NE,26
27/1/20,QLD,Gold Coast Seaway ,40764,22.1,29.4,0,ENE,28
28/1/20,QLD,Gold Coast Seaway ,40764,22.7,29.1,24.8,NE,31
29/1/20,QLD,Gold Coast Seaway ,40764,23,32.2,1,NNE,33
30/1/20,QLD,Gold Coast Seaway ,40764,23.1,30.9,0,E,19
31/1/20,QLD,Gold Coast Seaway ,40764,22.6,29.4,0,ENE,26
1/12/19,QLD,Gold Coast Seaway ,40764,21.4,27.3,4,N,46
2/12/19,QLD,Gold Coast Seaway ,40764,20.2,32.6,11,NW,78
3/12/19,QLD,Gold Coast Seaway ,40764,18.4,26.8,0,SE,30
4/12/19,QLD,Gold Coast Seaway ,40764,17.4,32.5,0,ESE,20
5/12/19,QLD,Gold Coast Seaway ,40764,18.3,32.8,0,E,30
6/12/19,QLD,Gold Coast Seaway ,40764,18,34.8,0,NNE,41
7/12/19,QLD,Gold Coast Seaway ,40764,20.1,28.1,0,SSE,37
8/12/19,QLD,Gold Coast Seaway ,40764,21.7,27.7,0,S,41
9/12/19,QLD,Gold Coast Seaway ,40764,22.4,28.5,0,SSE,31
10/12/19,QLD,Gold Coast Seaway ,40764,21.1,30.6,0,NNE,39
11/12/19,QLD,Gold Coast Seaway ,40764,23.8,29.2,0,N,44
12/12/19,QLD,Gold Coast Seaway ,40764,21.3,28.7,1.8,NNE,61
13/12/19,QLD,Gold Coast Seaway ,40764,22.9,26.4,0.2,SE,74
14/12/19,QLD,Gold Coast Seaway ,40764,19.6,27.3,74.2,NNE,31
15/12/19,QLD,Gold Coast Seaway ,40764,22.8,29.5,0,NNE,39
16/12/19,QLD,Gold Coast Seaway ,40764,22.8,34.6,0,SSE,67
17/12/19,QLD,Gold Coast Seaway ,40764,20.9,26.2,0,SE,52
18/12/19,QLD,Gold Coast Seaway ,40764,19.9,27.5,0,ESE,37
19/12/19,QLD,Gold Coast Seaway ,40764,18.3,27.8,0,NNE,30
20/12/19,QLD,Gold Coast Seaway ,40764,19.4,27.6,0,N,28
21/12/19,QLD,Gold Coast Seaway ,40764,20,29,0,NNE,31
22/12/19,QLD,Gold Coast Seaway ,40764,22.1,27.1,0,SSE,37
23/12/19,QLD,Gold Coast Seaway ,40764,21.5,27.7,3.6,SSE,41
24/12/19,QLD,Gold Coast Seaway ,40764,23,27.4,0,NE,43
25/12/19,QLD,Gold Coast Seaway ,40764,20.9,26.1,36.2,ESE,54
26/12/19,QLD,Gold Coast Seaway ,40764,21,27.6,10.4,ESE,50
27/12/19,QLD,Gold Coast Seaway ,40764,19.7,26.8,1.4,E,44
28/12/19,QLD,Gold Coast Seaway ,40764,20.3,28.4,2.8,E,35
29/12/19,QLD,Gold Coast Seaway ,40764,22.3,29.1,0,NE,31
30/12/19,QLD,Gold Coast Seaway ,40764,22.9,29.2,0,ENE,37
31/12/19,QLD,Gold Coast Seaway ,40764,23.1,29,0.4,NE,31
1/11/19,QLD,Gold Coast Seaway ,40764,18.8,23.8,,ENE,48
2/11/19,QLD,Gold Coast Seaway ,40764,20.1,25.1,,ENE,35
3/11/19,QLD,Gold Coast Seaway ,40764,17.6,26.9,,NNE,37
4/11/19,QLD,Gold Coast Seaway ,40764,21,27.6,,N,48
5/11/19,QLD,Gold Coast Seaway ,40764,19.4,29.9,,WNW,70
6/11/19,QLD,Gold Coast Seaway ,40764,13.5,25.7,,SSW,35
7/11/19,QLD,Gold Coast Seaway ,40764,14.9,31.3,,NNE,33
8/11/19,QLD,Gold Coast Seaway ,40764,15.8,35,,N,48
9/11/19,QLD,Gold Coast Seaway ,40764,18.3,24.7,,SSE,54
10/11/19,QLD,Gold Coast Seaway ,40764,15.2,25.3,,ENE,35
11/11/19,QLD,Gold Coast Seaway ,40764,16,26.5,,NE,28
12/11/19,QLD,Gold Coast Seaway ,40764,18.3,28.3,,NNE,56
13/11/19,QLD,Gold Coast Seaway ,40764,20.8,25.7,,SSE,56
14/11/19,QLD,Gold Coast Seaway ,40764,20,26,,ENE,28
15/11/19,QLD,Gold Coast Seaway ,40764,19.1,28.9,,N,50
16/11/19,QLD,Gold Coast Seaway ,40764,21.5,30.1,,SSE,48
17/11/19,QLD,Gold Coast Seaway ,40764,19.9,27.6,,SSE,69
18/11/19,QLD,Gold Coast Seaway ,40764,19.5,26.1,,S,50
19/11/19,QLD,Gold Coast Seaway ,40764,17.7,29.2,,NNE,43
20/11/19,QLD,Gold Coast Seaway ,40764,22.1,29.5,,NNE,41
21/11/19,QLD,Gold Coast Seaway ,40764,21.7,27.4,,NE,35
22/11/19,QLD,Gold Coast Seaway ,40764,19.9,27,0,NNE,33
23/11/19,QLD,Gold Coast Seaway ,40764,20.1,27.3,0,NNE,39
24/11/19,QLD,Gold Coast Seaway ,40764,20.5,27.5,0,NE,31
25/11/19,QLD,Gold Coast Seaway ,40764,19.4,27.9,0,NNE,37
26/11/19,QLD,Gold Coast Seaway ,40764,21.5,29.4,0,N,46
27/11/19,QLD,Gold Coast Seaway ,40764,21.5,25.2,0,SE,54
28/11/19,QLD,Gold Coast Seaway ,40764,20.6,26.7,0,SSE,33
29/11/19,QLD,Gold Coast Seaway ,40764,21.4,28.6,0,NNE,37
30/11/19,QLD,Gold Coast Seaway ,40764,22.2,28.6,0,NNE,52
1/10/19,QLD,Gold Coast Seaway ,40764,18.7,24.3,0,SE,48
2/10/19,QLD,Gold Coast Seaway ,40764,17.6,23.9,0,ESE,43
