Date,State,Station,Station No.,latitude,longitude,Min Temp(°C),Max Temp(°C),Rain(mm),Max Wind Dir,Max Wind Spd(km/h)
12/2/20,ACT,Canberra Airport ,70351,-35.3088,149.2003,17.3,28.2,0.2,ESE,41
13/2/20,ACT,Canberra Airport ,70351,-35.3088,149.2003,19.4,27.4,0,ENE,43
14/2/20,ACT,Canberra Airport ,70351,-35.3088,149.2003,14.5,29.2,2.6,ENE,28
15/2/20,ACT,Canberra Airport ,70351,-35.3088,149.2003,18.1,29.8,0,S,54
16/2/20,ACT,Canberra Airport ,70351,-35.3088,149.2003,15.9,26,6.8,ESE,46
17/2/20,ACT,Canberra Airport ,70351,-35.3088,149.2003,16.6,26.3,0,ENE,33
18/2/20,ACT,Canberra Airport ,70351,-35.3088,149.2003,17.8,31.2,0,WNW,57
19/2/20,ACT,Canberra Airport ,70351,-35.3088,149.2003,14.5,21.1,4,WNW,56
20/2/20,ACT,Canberra Airport ,70351,-35.3088,149.2003,11,25.4,0,ENE,39
21/2/20,ACT,Canberra Airport ,70351,-35.3088,149.2003,12.1,26.5,0,E,56
22/2/20,ACT,Canberra Airport ,70351,-35.3088,149.2003,13.9,26.3,0,ENE,41
23/2/20,ACT,Canberra Airport ,70351,-35.3088,149.2003,12.7,26.5,0,N,26
24/2/20,ACT,Canberra Airport ,70351,-35.3088,149.2003,13.9,29.7,0,ESE,33
25/2/20,ACT,Canberra Airport ,70351,-35.3088,149.2003,12.7,30.6,0,NW,37
27/2/20,ACT,Canberra Airport ,70351,-35.3088,149.2003,10.3,26.2,0,NNW,39
28/2/20,ACT,Canberra Airport ,70351,-35.3088,149.2003,6.8,28.3,0,ENE,50
29/2/20,ACT,Canberra Airport ,70351,-35.3088,149.2003,10.5,26.7,0,N,28
1/3/20,ACT,Canberra Airport ,70351,-35.3088,149.2003,11.9,31,0,N,50
2/3/20,ACT,Canberra Airport ,70351,-35.3088,149.2003,13.1,31.1,0,WSW,41
3/3/20,ACT,Canberra Airport ,70351,-35.3088,149.2003,14.6,19,0,E,31
4/3/20,ACT,Canberra Airport ,70351,-35.3088,149.2003,14.5,19,12.8,NE,28
5/3/20,ACT,Canberra Airport ,70351,-35.3088,149.2003,15.1,19.6,37.6,N,31
6/3/20,ACT,Canberra Airport ,70351,-35.3088,149.2003,17.3,25.5,22,N,41
7/3/20,ACT,Canberra Airport ,70351,-35.3088,149.2003,14.6,23.2,0.8,E,39
8/3/20,ACT,Canberra Airport ,70351,-35.3088,149.2003,13,20.8,0,SSE,46
9/3/20,ACT,Canberra Airport ,70351,-35.3088,149.2003,10.9,21.1,4,E,37
10/3/20,ACT,Canberra Airport ,70351,-35.3088,149.2003,8.6,23.7,0,E,35
11/3/20,ACT,Canberra Airport ,70351,-35.3088,149.2003,10.6,24.1,0,E,35
12/3/20,ACT,Canberra Airport ,70351,-35.3088,149.2003,8.9,24.3,0,ENE,28
13/3/20,ACT,Canberra Airport ,70351,-35.3088,149.2003,8.9,25,0,WNW,41
14/3/20,ACT,Canberra Airport ,70351,-35.3088,149.2003,8.6,18.2,5,S,50
15/3/20,ACT,Canberra Airport ,70351,-35.3088,149.2003,4.3,19.6,1.8,E,37
16/3/20,ACT,Canberra Airport ,70351,-35.3088,149.2003,7.2,20.5,0,E,43
17/3/20,ACT,Canberra Airport ,70351,-35.3088,149.2003,7.1,22.9,0,N,26
18/3/20,ACT,Canberra Airport ,70351,-35.3088,149.2003,7,25.2,0,N,39
19/3/20,ACT,Canberra Airport ,70351,-35.3088,149.2003,10.6,28.1,0,NW,35
20/3/20,ACT,Canberra Airport ,70351,-35.3088,149.2003,15,28.6,0,WNW,63
21/3/20,ACT,Canberra Airport ,70351,-35.3088,149.2003,7.3,24.3,0,N,30
22/3/20,ACT,Canberra Airport ,70351,-35.3088,149.2003,7.6,25.4,0,NW,41
23/3/20,ACT,Canberra Airport ,70351,-35.3088,149.2003,11.8,21.5,0,E,39
24/3/20,ACT,Canberra Airport ,70351,-35.3088,149.2003,8.7,23,0,ENE,26
25/3/20,ACT,Canberra Airport ,70351,-35.3088,149.2003,12.9,24.9,0.2,E,44
26/3/20,ACT,Canberra Airport ,70351,-35.3088,149.2003,9.7,20.9,2,ESE,37
27/3/20,ACT,Canberra Airport ,70351,-35.3088,149.2003,11.5,21.5,0,E,35
28/3/20,ACT,Canberra Airport ,70351,-35.3088,149.2003,5.3,22.1,0,NE,37
29/3/20,ACT,Canberra Airport ,70351,-35.3088,149.2003,11.1,25,0,W,39
30/3/20,ACT,Canberra Airport ,70351,-35.3088,149.2003,15.2,23.7,13.2,NW,41
31/3/20,ACT,Canberra Airport ,70351,-35.3088,149.2003,13.4,23.6,0.4,NNW,26
1/4/20,ACT,Canberra Airport ,70351,-35.3088,149.2003,10.1,25.8,0,N,31
2/4/20,ACT,Canberra Airport ,70351,-35.3088,149.2003,13.8,20,1.4,NNW,37
3/4/20,ACT,Canberra Airport ,70351,-35.3088,149.2003,11.3,16.9,20,NW,28
4/4/20,ACT,Canberra Airport ,70351,-35.3088,149.2003,12.8,16.6,8.2,WNW,72
5/4/20,ACT,Canberra Airport ,70351,-35.3088,149.2003,9,14.3,1.4,NW,56
6/4/20,ACT,Canberra Airport ,70351,-35.3088,149.2003,10.3,18.5,0,NNW,39
7/4/20,ACT,Canberra Airport ,70351,-35.3088,149.2003,6.1,18,0,ENE,28
8/4/20,ACT,Canberra Airport ,70351,-35.3088,149.2003,12.2,18.9,0,ENE,35
9/4/20,ACT,Canberra Airport ,70351,-35.3088,149.2003,10.3,20.5,0,E,35
10/4/20,ACT,Canberra Airport ,70351,-35.3088,149.2003,12.5,18.5,12,NW,56
11/4/20,ACT,Canberra Airport ,70351,-35.3088,149.2003,11.1,17,2,WNW,76
12/4/20,ACT,Canberra Airport ,70351,-35.3088,149.2003,0.6,17.1,0,N,28
13/4/20,ACT,Canberra Airport ,70351,-35.3088,149.2003,3.4,17.4,0,N,19
14/4/20,ACT,Canberra Airport ,70351,-35.3088,149.2003,3.7,20.3,0,NNW,19
15/4/20,ACT,Canberra Airport ,70351,-35.3088,149.2003,7.1,24.4,0,NW,33
16/4/20,ACT,Canberra Airport ,70351,-35.3088,149.2003,14.1,22.6,0,NW,56
17/4/20,ACT,Canberra Airport ,70351,-35.3088,149.2003,10,18.8,0,NW,54
18/4/20,ACT,Canberra Airport ,70351,-35.3088,149.2003,7.4,18.5,0,NNW,39
19/4/20,ACT,Canberra Airport ,70351,-35.3088,149.2003,1.3,17.9,0,N,26
20/4/20,ACT,Canberra Airport ,70351,-35.3088,149.2003,7.7,18.2,0,NW,56
21/4/20,ACT,Canberra Airport ,70351,-35.3088,149.2003,4.1,20.8,0,WNW,39
22/4/20,ACT,Canberra Airport ,70351,-35.3088,149.2003,6.5,20.7,0,WNW,48
23/4/20,ACT,Canberra Airport ,70351,-35.3088,149.2003,1.4,18.7,0,NW,39
24/4/20,ACT,Canberra Airport ,70351,-35.3088,149.2003,6.9,22.3,0,WNW,39
25/4/20,ACT,Canberra Airport ,70351,-35.3088,149.2003,3.1,20.8,0,NNW,37
26/4/20,ACT,Canberra Airport ,70351,-35.3088,149.2003,8.2,17.5,0,NW,52
27/4/20,ACT,Canberra Airport ,70351,-35.3088,149.2003,7.2,18.5,0.4,N,24
28/4/20,ACT,Canberra Airport ,70351,-35.3088,149.2003,4.1,21.9,0.2,NNW,33
29/4/20,ACT,Canberra Airport ,70351,-35.3088,149.2003,11.4,16.8,1.6,N,59
30/4/20,ACT,Canberra Airport ,70351,-35.3088,149.2003,8.9,9.7,24.4,NNW,50
1/5/20,ACT,Canberra Airport ,70351,-35.3088,149.2003,4.6,9.4,10.6,NW,69
2/5/20,ACT,Canberra Airport ,70351,-35.3088,149.2003,5.2,10.8,2.8,WNW,61
3/5/20,ACT,Canberra Airport ,70351,-35.3088,149.2003,0.4,14.2,0,WNW,31
4/5/20,ACT,Canberra Airport ,70351,-35.3088,149.2003,-1.4,15.4,0,SSW,26
5/5/20,ACT,Canberra Airport ,70351,-35.3088,149.2003,0.4,17.2,0.2,SE,17
6/5/20,ACT,Canberra Airport ,70351,-35.3088,149.2003,0.1,18,0,NNW,31
7/5/20,ACT,Canberra Airport ,70351,-35.3088,149.2003,2.5,18.8,0,NW,50
8/5/20,ACT,Canberra Airport ,70351,-35.3088,149.2003,6.7,19.8,0,NNW,54
9/5/20,ACT,Canberra Airport ,70351,-35.3088,149.2003,8.2,16.4,1.8,NW,63
10/5/20,ACT,Canberra Airport ,70351,-35.3088,149.2003,3.6,11.6,4.6,WNW,44
11/5/20,ACT,Canberra Airport ,70351,-35.3088,149.2003,-3,13.8,0,NNW,22
12/5/20,ACT,Canberra Airport ,70351,-35.3088,149.2003,-2.2,14.2,0.2,NNW,35
13/5/20,ACT,Canberra Airport ,70351,-35.3088,149.2003,3.4,15,0,N,20
14/5/20,ACT,Canberra Airport ,70351,-35.3088,149.2003,2.4,15,0,E,26
15/5/20,ACT,Canberra Airport ,70351,-35.3088,149.2003,0.8,15,0,ENE,22
16/5/20,ACT,Canberra Airport ,70351,-35.3088,149.2003,2.2,16.1,0,SE,17
17/5/20,ACT,Canberra Airport ,70351,-35.3088,149.2003,-0.5,17.1,0,NNE,22
18/5/20,ACT,Canberra Airport ,70351,-35.3088,149.2003,0.3,17.3,0,NE,28
19/5/20,ACT,Canberra Airport ,70351,-35.3088,149.2003,2.7,17.4,0,WNW,33
20/5/20,ACT,Canberra Airport ,70351,-35.3088,149.2003,5.3,15.3,0.2,NNW,52
21/5/20,ACT,Canberra Airport ,70351,-35.3088,149.2003,5.8,14.3,0,SSW,46
22/5/20,ACT,Canberra Airport ,70351,-35.3088,149.2003,6,12.9,0,S,52
23/5/20,ACT,Canberra Airport ,70351,-35.3088,149.2003,7.5,11.3,3.2,SSW,39
24/5/20,ACT,Canberra Airport ,70351,-35.3088,149.2003,7.8,14.1,3,S,57
25/5/20,ACT,Canberra Airport ,70351,-35.3088,149.2003,3.8,13.6,0,S,48
26/5/20,ACT,Canberra Airport ,70351,-35.3088,149.2003,3.8,15.2,0,ESE,39
27/5/20,ACT,Canberra Airport ,70351,-35.3088,149.2003,3.1,14.3,0,N,20
28/5/20,ACT,Canberra Airport ,70351,-35.3088,149.2003,3.1,16.6,0,NNW,24
29/5/20,ACT,Canberra Airport ,70351,-35.3088,149.2003,-0.1,14.6,0,NNE,19
30/5/20,ACT,Canberra Airport ,70351,-35.3088,149.2003,0.5,15.5,0,NNW,37
31/5/20,ACT,Canberra Airport ,70351,-35.3088,149.2003,2.5,16,0.2,NNW,43
1/6/20,ACT,Canberra Airport ,70351,-35.3088,149.2003,7.5,12.5,0.2,NW,54
2/6/20,ACT,Canberra Airport ,70351,-35.3088,149.2003,-0.6,11.8,1.6,NNW,37
3/6/20,ACT,Canberra Airport ,70351,-35.3088,149.2003,3.6,13.2,0,S,37
4/6/20,ACT,Canberra Airport ,70351,-35.3088,149.2003,-3.3,13.2,0,SE,19
5/6/20,ACT,Canberra Airport ,70351,-35.3088,149.2003,-4.9,13.2,0,NW,26
6/6/20,ACT,Canberra Airport ,70351,-35.3088,149.2003,-4.8,13.6,0,NNW,22
7/6/20,ACT,Canberra Airport ,70351,-35.3088,149.2003,-2.8,11.3,0.2,S,13
8/6/20,ACT,Canberra Airport ,70351,-35.3088,149.2003,-4.2,13.7,0,S,28
9/6/20,ACT,Canberra Airport ,70351,-35.3088,149.2003,-0.1,12.9,0,ESE,20
10/6/20,ACT,Canberra Airport ,70351,-35.3088,149.2003,1.4,15.5,0,N,13
11/6/20,ACT,Canberra Airport ,70351,-35.3088,149.2003,3.3,14.2,0.4,ESE,17
12/6/20,ACT,Canberra Airport ,70351,-35.3088,149.2003,0.3,14.8,0,W,24
13/6/20,ACT,Canberra Airport ,70351,-35.3088,149.2003,3.5,16.2,0,NW,28
14/6/20,ACT,Canberra Airport ,70351,-35.3088,149.2003,6.8,13.2,9.4,N,54
15/6/20,ACT,Canberra Airport ,70351,-35.3088,149.2003,5.9,14.1,0,NNW,44
16/6/20,ACT,Canberra Airport ,70351,-35.3088,149.2003,7.1,15.2,0,WNW,52
17/6/20,ACT,Canberra Airport ,70351,-35.3088,149.2003,0.9,13.4,0,NW,28
18/6/20,ACT,Canberra Airport ,70351,-35.3088,149.2003,3.1,14.9,0,N,17
19/6/20,ACT,Canberra Airport ,70351,-35.3088,149.2003,-1.2,15.8,0,NNW,30
20/6/20,ACT,Canberra Airport ,70351,-35.3088,149.2003,2.9,17.1,0,NW,43
21/6/20,ACT,Canberra Airport ,70351,-35.3088,149.2003,6.5,12.4,34.6,W,43
22/6/20,ACT,Canberra Airport ,70351,-35.3088,149.2003,1.7,10.6,1.4,WNW,35
23/6/20,ACT,Canberra Airport ,70351,-35.3088,149.2003,3.5,11.6,0.2,WNW,37
24/6/20,ACT,Canberra Airport ,70351,-35.3088,149.2003,4.5,15.2,0,S,30
1/5/19,ACT,Tuggeranong (Isabella Plains) AWS ,70339,-35.4184,149.0937,7.4,20.3,0,NNW,15
2/5/19,ACT,Tuggeranong (Isabella Plains) AWS ,70339,-35.4184,149.0937,10.7,22.7,0,NNW,30
3/5/19,ACT,Tuggeranong (Isabella Plains) AWS ,70339,-35.4184,149.0937,15.3,20.2,22,N,31
4/5/19,ACT,Tuggeranong (Isabella Plains) AWS ,70339,-35.4184,149.0937,3.5,17.5,0.8,SSE,37
5/5/19,ACT,Tuggeranong (Isabella Plains) AWS ,70339,-35.4184,149.0937,7.1,17,0,SE,43
6/5/19,ACT,Tuggeranong (Isabella Plains) AWS ,70339,-35.4184,149.0937,1.6,16.7,0.6,SSW,20
7/5/19,ACT,Tuggeranong (Isabella Plains) AWS ,70339,-35.4184,149.0937,-0.6,16.4,0,N,31
8/5/19,ACT,Tuggeranong (Isabella Plains) AWS ,70339,-35.4184,149.0937,3.1,13.3,1.8,WNW,46
9/5/19,ACT,Tuggeranong (Isabella Plains) AWS ,70339,-35.4184,149.0937,-0.4,14.5,0,N,33
10/5/19,ACT,Tuggeranong (Isabella Plains) AWS ,70339,-35.4184,149.0937,2.1,10.8,0,NW,35
11/5/19,ACT,Tuggeranong (Isabella Plains) AWS ,70339,-35.4184,149.0937,4.1,16.2,17,SSE,26
12/5/19,ACT,Tuggeranong (Isabella Plains) AWS ,70339,-35.4184,149.0937,0.2,10.2,0,NNW,15
13/5/19,ACT,Tuggeranong (Isabella Plains) AWS ,70339,-35.4184,149.0937,1.7,17.4,0,NW,26
14/5/19,ACT,Tuggeranong (Isabella Plains) AWS ,70339,-35.4184,149.0937,-1.3,17.8,0,N,17
15/5/19,ACT,Tuggeranong (Isabella Plains) AWS ,70339,-35.4184,149.0937,-2.5,17.3,0,N,17
16/5/19,ACT,Tuggeranong (Isabella Plains) AWS ,70339,-35.4184,149.0937,0.2,18.6,0,NNE,20
17/5/19,ACT,Tuggeranong (Isabella Plains) AWS ,70339,-35.4184,149.0937,-0.7,19.2,0,NNW,24
18/5/19,ACT,Tuggeranong (Isabella Plains) AWS ,70339,-35.4184,149.0937,-0.8,19.6,0,NW,13
19/5/19,ACT,Tuggeranong (Isabella Plains) AWS ,70339,-35.4184,149.0937,2.1,19,0,NW,19
20/5/19,ACT,Tuggeranong (Isabella Plains) AWS ,70339,-35.4184,149.0937,2.8,19.5,0,NW,26
21/5/19,ACT,Tuggeranong (Isabella Plains) AWS ,70339,-35.4184,149.0937,5.5,21,0,NW,33
22/5/19,ACT,Tuggeranong (Isabella Plains) AWS ,70339,-35.4184,149.0937,1.9,20.6,0,NNW,17
23/5/19,ACT,Tuggeranong (Isabella Plains) AWS ,70339,-35.4184,149.0937,6.8,19.3,0,NNE,20
24/5/19,ACT,Tuggeranong (Isabella Plains) AWS ,70339,-35.4184,149.0937,-1.4,15.4,0,N,19
25/5/19,ACT,Tuggeranong (Isabella Plains) AWS ,70339,-35.4184,149.0937,1.1,19.8,0,WNW,37
26/5/19,ACT,Tuggeranong (Isabella Plains) AWS ,70339,-35.4184,149.0937,8.9,14.8,8.8,NW,35
27/5/19,ACT,Tuggeranong (Isabella Plains) AWS ,70339,-35.4184,149.0937,5.9,9.3,0.8,NW,52
28/5/19,ACT,Tuggeranong (Isabella Plains) AWS ,70339,-35.4184,149.0937,4.8,10.4,0.2,NW,52
29/5/19,ACT,Tuggeranong (Isabella Plains) AWS ,70339,-35.4184,149.0937,6.1,10,1.8,W,65
30/5/19,ACT,Tuggeranong (Isabella Plains) AWS ,70339,-35.4184,149.0937,-1.3,11.5,1.4,W,33
31/5/19,ACT,Tuggeranong (Isabella Plains) AWS ,70339,-35.4184,149.0937,-3.5,12.7,0,NNE,20
1/6/19,ACT,Tuggeranong (Isabella Plains) AWS ,70339,-35.4184,149.0937,-1.5,14.6,0.2,S,31
2/6/19,ACT,Tuggeranong (Isabella Plains) AWS ,70339,-35.4184,149.0937,-1.6,15.6,0,NNW,24
3/6/19,ACT,Tuggeranong (Isabella Plains) AWS ,70339,-35.4184,149.0937,0.3,10.8,0,NW,22
4/6/19,ACT,Tuggeranong (Isabella Plains) AWS ,70339,-35.4184,149.0937,4.5,10.8,5.6,SSW,52
5/6/19,ACT,Tuggeranong (Isabella Plains) AWS ,70339,-35.4184,149.0937,1.1,12.1,0,S,31
6/6/19,ACT,Tuggeranong (Isabella Plains) AWS ,70339,-35.4184,149.0937,-3.5,14.4,0,NW,20
7/6/19,ACT,Tuggeranong (Isabella Plains) AWS ,70339,-35.4184,149.0937,-1.5,17.1,0,NNW,20
8/6/19,ACT,Tuggeranong (Isabella Plains) AWS ,70339,-35.4184,149.0937,-0.2,10.5,0.2,NW,13
9/6/19,ACT,Tuggeranong (Isabella Plains) AWS ,70339,-35.4184,149.0937,0.7,15.8,0,NW,22
10/6/19,ACT,Tuggeranong (Isabella Plains) AWS ,70339,-35.4184,149.0937,5.4,14.8,0.8,NW,37
11/6/19,ACT,Tuggeranong (Isabella Plains) AWS ,70339,-35.4184,149.0937,2.4,15.3,2,NW,24
12/6/19,ACT,Tuggeranong (Isabella Plains) AWS ,70339,-35.4184,149.0937,0.6,17.6,0,N,30
13/6/19,ACT,Tuggeranong (Isabella Plains) AWS ,70339,-35.4184,149.0937,4.9,16.4,1,NW,31
14/6/19,ACT,Tuggeranong (Isabella Plains) AWS ,70339,-35.4184,149.0937,-2,14.1,0,W,24
15/6/19,ACT,Tuggeranong (Isabella Plains) AWS ,70339,-35.4184,149.0937,-2.9,13.3,0,WNW,17
16/6/19,ACT,Tuggeranong (Isabella Plains) AWS ,70339,-35.4184,149.0937,-0.4,12.9,0,E,11
17/6/19,ACT,Tuggeranong (Isabella Plains) AWS ,70339,-35.4184,149.0937,0.4,15.3,0,SSE,30
18/6/19,ACT,Tuggeranong (Isabella Plains) AWS ,70339,-35.4184,149.0937,1.5,13,0,NW,28
19/6/19,ACT,Tuggeranong (Isabella Plains) AWS ,70339,-35.4184,149.0937,-3.2,12.2,0,SW,20
20/6/19,ACT,Tuggeranong (Isabella Plains) AWS ,70339,-35.4184,149.0937,-4.6,10.7,0.2,N,24
21/6/19,ACT,Tuggeranong (Isabella Plains) AWS ,70339,-35.4184,149.0937,-5.1,11,0,SSW,37
22/6/19,ACT,Tuggeranong (Isabella Plains) AWS ,70339,-35.4184,149.0937,-3.6,11,0,SSW,30
23/6/19,ACT,Tuggeranong (Isabella Plains) AWS ,70339,-35.4184,149.0937,-1.1,10.6,0.2,S,46
24/6/19,ACT,Tuggeranong (Isabella Plains) AWS ,70339,-35.4184,149.0937,5.1,12.4,0,S,43
25/6/19,ACT,Tuggeranong (Isabella Plains) AWS ,70339,-35.4184,149.0937,-2.1,15.2,0,WNW,15
26/6/19,ACT,Tuggeranong (Isabella Plains) AWS ,70339,-35.4184,149.0937,-1,14.8,0,NE,17
27/6/19,ACT,Tuggeranong (Isabella Plains) AWS ,70339,-35.4184,149.0937,-2.1,15.4,0,NE,15
28/6/19,ACT,Tuggeranong (Isabella Plains) AWS ,70339,-35.4184,149.0937,-0.6,16.2,0,NNW,20
29/6/19,ACT,Tuggeranong (Isabella Plains) AWS ,70339,-35.4184,149.0937,-1.4,15.2,0,NNW,48
30/6/19,ACT,Tuggeranong (Isabella Plains) AWS ,70339,-35.4184,149.0937,3.4,11.5,7.6,WNW,31
1/7/19,ACT,Tuggeranong (Isabella Plains) AWS ,70339,-35.4184,149.0937,-5.2,11.9,0,N,20
2/7/19,ACT,Tuggeranong (Isabella Plains) AWS ,70339,-35.4184,149.0937,-3.9,14.7,0,WNW,22
3/7/19,ACT,Tuggeranong (Isabella Plains) AWS ,70339,-35.4184,149.0937,-3.2,14.8,0,SSW,24
4/7/19,ACT,Tuggeranong (Isabella Plains) AWS ,70339,-35.4184,149.0937,3.9,13.5,0,ESE,30
5/7/19,ACT,Tuggeranong (Isabella Plains) AWS ,70339,-35.4184,149.0937,-0.8,14.1,0,E,22
6/7/19,ACT,Tuggeranong (Isabella Plains) AWS ,70339,-35.4184,149.0937,4.4,14.7,0,NE,17
7/7/19,ACT,Tuggeranong (Isabella Plains) AWS ,70339,-35.4184,149.0937,0.9,15.4,0,NW,13
8/7/19,ACT,Tuggeranong (Isabella Plains) AWS ,70339,-35.4184,149.0937,8.2,16.2,0.6,WNW,30
9/7/19,ACT,Tuggeranong (Isabella Plains) AWS ,70339,-35.4184,149.0937,-3.1,13.9,0,W,30
10/7/19,ACT,Tuggeranong (Isabella Plains) AWS ,70339,-35.4184,149.0937,1.4,11.5,0,NW,44
11/7/19,ACT,Tuggeranong (Isabella Plains) AWS ,70339,-35.4184,149.0937,6.9,11.2,1.6,NNW,46
12/7/19,ACT,Tuggeranong (Isabella Plains) AWS ,70339,-35.4184,149.0937,7.5,12.3,0,NW,54
13/7/19,ACT,Tuggeranong (Isabella Plains) AWS ,70339,-35.4184,149.0937,3.9,9,4.2,W,44
14/7/19,ACT,Tuggeranong (Isabella Plains) AWS ,70339,-35.4184,149.0937,0.7,9.2,0.4,WSW,48
15/7/19,ACT,Tuggeranong (Isabella Plains) AWS ,70339,-35.4184,149.0937,5,13.7,0,WNW,48
16/7/19,ACT,Tuggeranong (Isabella Plains) AWS ,70339,-35.4184,149.0937,-1.7,15.5,0,NW,37
17/7/19,ACT,Tuggeranong (Isabella Plains) AWS ,70339,-35.4184,149.0937,-2.7,12.5,0,NW,39
18/7/19,ACT,Tuggeranong (Isabella Plains) AWS ,70339,-35.4184,149.0937,1.1,14.5,0,NW,35
19/7/19,ACT,Tuggeranong (Isabella Plains) AWS ,70339,-35.4184,149.0937,0.7,13.3,0,N,31
20/7/19,ACT,Tuggeranong (Isabella Plains) AWS ,70339,-35.4184,149.0937,-0.9,11.3,0,N,20
21/7/19,ACT,Tuggeranong (Isabella Plains) AWS ,70339,-35.4184,149.0937,-2.7,15.6,0,NW,31
22/7/19,ACT,Tuggeranong (Isabella Plains) AWS ,70339,-35.4184,149.0937,-2.4,17.1,0,N,26
23/7/19,ACT,Tuggeranong (Isabella Plains) AWS ,70339,-35.4184,149.0937,0.3,15.8,0,WNW,54
24/7/19,ACT,Tuggeranong (Isabella Plains) AWS ,70339,-35.4184,149.0937,7.4,14,0,NW,59
25/7/19,ACT,Tuggeranong (Isabella Plains) AWS ,70339,-35.4184,149.0937,-4.2,15.4,0,NW,20
26/7/19,ACT,Tuggeranong (Isabella Plains) AWS ,70339,-35.4184,149.0937,-1.2,10.5,0,W,13
27/7/19,ACT,Tuggeranong (Isabella Plains) AWS ,70339,-35.4184,149.0937,1.1,15.2,0,N,19
28/7/19,ACT,Tuggeranong (Isabella Plains) AWS ,70339,-35.4184,149.0937,-3.5,14.5,0,NNE,26
29/7/19,ACT,Tuggeranong (Isabella Plains) AWS ,70339,-35.4184,149.0937,-2.4,12.9,0,NW,30
30/7/19,ACT,Tuggeranong (Isabella Plains) AWS ,70339,-35.4184,149.0937,-1.9,12.7,0.2,SSW,31
31/7/19,ACT,Tuggeranong (Isabella Plains) AWS ,70339,-35.4184,149.0937,-2,14,0,WSW,17
1/8/19,ACT,Tuggeranong (Isabella Plains) AWS ,70339,-35.4184,149.0937,-4.7,14.7,0,N,22
2/8/19,ACT,Tuggeranong (Isabella Plains) AWS ,70339,-35.4184,149.0937,-1.8,14.9,0,NNW,24
3/8/19,ACT,Tuggeranong (Isabella Plains) AWS ,70339,-35.4184,149.0937,-1.7,12.8,0,N,24
4/8/19,ACT,Tuggeranong (Isabella Plains) AWS ,70339,-35.4184,149.0937,-0.5,13.3,0,NW,20
5/8/19,ACT,Tuggeranong (Isabella Plains) AWS ,70339,-35.4184,149.0937,1.8,12.4,0,N,26
6/8/19,ACT,Tuggeranong (Isabella Plains) AWS ,70339,-35.4184,149.0937,-1.4,12.8,0,N,31
7/8/19,ACT,Tuggeranong (Isabella Plains) AWS ,70339,-35.4184,149.0937,-4.3,16.2,0,NW,35
8/8/19,ACT,Tuggeranong (Isabella Plains) AWS ,70339,-35.4184,149.0937,-2.9,11.4,2.6,NW,67
9/8/19,ACT,Tuggeranong (Isabella Plains) AWS ,70339,-35.4184,149.0937,4.1,8.3,8.6,NW,59
10/8/19,ACT,Tuggeranong (Isabella Plains) AWS ,70339,-35.4184,149.0937,1,8.1,3.4,WNW,52
11/8/19,ACT,Tuggeranong (Isabella Plains) AWS ,70339,-35.4184,149.0937,1.8,10.9,1.6,SW,31
12/8/19,ACT,Tuggeranong (Isabella Plains) AWS ,70339,-35.4184,149.0937,-1.5,13.9,0,SW,30
13/8/19,ACT,Tuggeranong (Isabella Plains) AWS ,70339,-35.4184,149.0937,-3,12.4,0,N,20
14/8/19,ACT,Tuggeranong (Isabella Plains) AWS ,70339,-35.4184,149.0937,-3.8,10.1,0,NW,20
15/8/19,ACT,Tuggeranong (Isabella Plains) AWS ,70339,-35.4184,149.0937,-5.2,15.6,0,NW,35
16/8/19,ACT,Tuggeranong (Isabella Plains) AWS ,70339,-35.4184,149.0937,-3,17.9,0,WNW,44
17/8/19,ACT,Tuggeranong (Isabella Plains) AWS ,70339,-35.4184,149.0937,0.5,17.1,0,SSE,31
18/8/19,ACT,Tuggeranong (Isabella Plains) AWS ,70339,-35.4184,149.0937,-0.6,16.9,0,WNW,56
19/8/19,ACT,Tuggeranong (Isabella Plains) AWS ,70339,-35.4184,149.0937,3.2,9.5,0.6,W,48
20/8/19,ACT,Tuggeranong (Isabella Plains) AWS ,70339,-35.4184,149.0937,4,14,0,NW,46
21/8/19,ACT,Tuggeranong (Isabella Plains) AWS ,70339,-35.4184,149.0937,7,17,0,WNW,46
22/8/19,ACT,Tuggeranong (Isabella Plains) AWS ,70339,-35.4184,149.0937,10.4,15.4,0,W,59
23/8/19,ACT,Tuggeranong (Isabella Plains) AWS ,70339,-35.4184,149.0937,-3.6,14.5,0,N,26
24/8/19,ACT,Tuggeranong (Isabella Plains) AWS ,70339,-35.4184,149.0937,-5.9,17.4,0,NW,41
25/8/19,ACT,Tuggeranong (Isabella Plains) AWS ,70339,-35.4184,149.0937,2.5,17.9,0,NW,39
26/8/19,ACT,Tuggeranong (Isabella Plains) AWS ,70339,-35.4184,149.0937,3.3,13.6,0,ENE,20
27/8/19,ACT,Tuggeranong (Isabella Plains) AWS ,70339,-35.4184,149.0937,5.6,14.3,1.8,E,22
28/8/19,ACT,Tuggeranong (Isabella Plains) AWS ,70339,-35.4184,149.0937,2.2,17.3,0,WNW,35
29/8/19,ACT,Tuggeranong (Isabella Plains) AWS ,70339,-35.4184,149.0937,4.8,13.9,0,S,46
30/8/19,ACT,Tuggeranong (Isabella Plains) AWS ,70339,-35.4184,149.0937,4.2,14.4,0,SSE,41
31/8/19,ACT,Tuggeranong (Isabella Plains) AWS ,70339,-35.4184,149.0937,0.6,16.7,0,ENE,24
